2026-07-22 12:00:11 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-07-22.log
2026-07-22 12:00:13 | INFO     | main.main                           | =======================================================
2026-07-22 12:00:13 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-07-22 12:00:13 | INFO     | main.main                           | =======================================================
2026-07-22 12:00:13 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-07-22 12:00:13 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-07-22 12:00:36 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-07-22 12:00:36 | INFO     | main.main                           | Analizando pitchers del día...
2026-07-22 12:00:38 | DEBUG    | pitching.get_pitcher_stats          | Gerrit Cole: ERA temp=3.66 | ERA últ.3 sal.=2.795 | ERA efectiva=3.314
2026-07-22 12:00:39 | DEBUG    | pitching.get_pitcher_stats          | Mitch Keller: ERA temp=4.99 | ERA últ.3 sal.=5.95 | ERA efectiva=5.374
2026-07-22 12:00:39 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Yankees: ERA=3.943 WHIP=1.255 IP=516.5 (16 relievers)
2026-07-22 12:00:40 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Pittsburgh Pirates: ERA=3.906 WHIP=1.228 IP=436.9 (16 relievers)
2026-07-22 12:00:41 | DEBUG    | pitching.get_pitcher_stats          | Max Fried: ERA temp=3.21 | ERA últ.3 sal.=7.021 | ERA efectiva=4.734
2026-07-22 12:00:42 | DEBUG    | pitching.get_pitcher_stats          | Bubba Chandler: ERA temp=4.77 | ERA últ.3 sal.=6.923 | ERA efectiva=5.631
2026-07-22 12:00:44 | DEBUG    | pitching.get_pitcher_stats          | Jake Bennett: ERA temp=2.28 | ERA últ.3 sal.=0.0 | ERA efectiva=1.568
2026-07-22 12:00:45 | DEBUG    | pitching.get_pitcher_stats          | Dean Kremer: ERA temp=5.33 | ERA últ.3 sal.=9.0 | ERA efectiva=6.798
2026-07-22 12:00:45 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Boston Red Sox: ERA=3.247 WHIP=1.208 IP=529.2 (17 relievers)
2026-07-22 12:00:46 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
2026-07-22 12:00:47 | DEBUG    | pitching.get_pitcher_stats          | Kyle Bradish: ERA temp=3.61 | ERA últ.3 sal.=3.621 | ERA efectiva=3.614
2026-07-22 12:00:47 | WARNING  | pitching.analizar_pitchers          | Boston Red Sox vs Baltimore Orioles — lanzador no confirmado (home: TBD)
2026-07-22 12:00:48 | DEBUG    | pitching.get_pitcher_stats          | Seth Lugo: ERA temp=4.39 | ERA últ.3 sal.=5.745 | ERA efectiva=4.932
2026-07-22 12:00:49 | DEBUG    | pitching.get_pitcher_stats          | Landen Roupp: ERA temp=3.98 | ERA últ.3 sal.=3.663 | ERA efectiva=3.853
2026-07-22 12:00:50 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Kansas City Royals: ERA=3.507 WHIP=1.243 IP=553.3 (13 relievers)
2026-07-22 12:00:51 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Francisco Giants: ERA=3.658 WHIP=1.235 IP=519.1 (15 relievers)
2026-07-22 12:00:52 | DEBUG    | pitching.get_pitcher_stats          | Logan Henderson: ERA temp=2.97 | ERA últ.3 sal.=2.384 | ERA efectiva=2.736
2026-07-22 12:00:53 | DEBUG    | pitching.get_pitcher_stats          | Christian Scott: ERA temp=2.87 | ERA últ.3 sal.=1.901 | ERA efectiva=2.482
2026-07-22 12:00:54 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Milwaukee Brewers: ERA=3.492 WHIP=1.256 IP=633.5 (20 relievers)
