2026-05-08 12:00:05 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-05-08.log
2026-05-08 12:00:06 | INFO     | main.main                           | =======================================================
2026-05-08 12:00:06 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-05-08 12:00:06 | INFO     | main.main                           | =======================================================
2026-05-08 12:00:06 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-05-08 12:00:06 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-05-08 12:01:17 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-05-08 12:01:17 | INFO     | main.main                           | Analizando pitchers del día...
2026-05-08 12:01:20 | DEBUG    | pitching.get_pitcher_stats          | Nick Lodolo: ERA temp=4.5 | sin salidas recientes
2026-05-08 12:01:23 | DEBUG    | pitching.get_pitcher_stats          | Mike Burrows: ERA temp=5.97 | ERA últ.3 sal.=5.329 | ERA efectiva=5.714
2026-05-08 12:01:25 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cincinnati Reds: ERA=3.917 WHIP=1.299 IP=530.5 (15 relievers)
2026-05-08 12:01:27 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Houston Astros: ERA=3.463 WHIP=1.17 IP=528.9 (17 relievers)
2026-05-08 12:01:30 | DEBUG    | pitching.get_pitcher_stats          | Jesús Luzardo: ERA temp=5.09 | ERA últ.3 sal.=1.561 | ERA efectiva=3.678
2026-05-08 12:01:34 | DEBUG    | pitching.get_pitcher_stats          | Chase Dollander: ERA temp=3.38 | ERA últ.1 sal.=0.0 | ERA efectiva=2.228
2026-05-08 12:01:36 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Philadelphia Phillies: ERA=4.234 WHIP=1.312 IP=478.5 (16 relievers)
2026-05-08 12:01:38 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Colorado Rockies: ERA=5.108 WHIP=1.482 IP=597.2 (16 relievers)
2026-05-08 12:01:55 | DEBUG    | pitching.get_pitcher_stats          | Kyle Bradish: ERA temp=5.03 | ERA últ.3 sal.=5.745 | ERA efectiva=5.316
2026-05-08 12:01:57 | DEBUG    | pitching.get_pitcher_stats          | Jacob Lopez: ERA temp=6.6 | ERA últ.3 sal.=5.921 | ERA efectiva=6.328
2026-05-08 12:01:57 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
