2026-06-03 16:30:15 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-06-03.log
2026-06-03 16:30:17 | INFO     | main.main                           | =======================================================
2026-06-03 16:30:17 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-06-03 16:30:17 | INFO     | main.main                           | =======================================================
2026-06-03 16:30:17 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-06-03 16:30:17 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-06-03 16:30:58 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-06-03 16:30:58 | INFO     | main.main                           | Analizando pitchers del día...
2026-06-03 16:30:59 | DEBUG    | pitching.get_pitcher_stats          | Andrew Alvarez: ERA temp=3.54 | ERA últ.1 sal.=2.143 | ERA efectiva=2.981
2026-06-03 16:31:00 | DEBUG    | pitching.get_pitcher_stats          | Max Meyer: ERA temp=2.81 | ERA últ.3 sal.=2.7 | ERA efectiva=2.766
2026-06-03 16:31:02 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Washington Nationals: ERA=5.903 WHIP=1.575 IP=504.2 (19 relievers)
2026-06-03 16:31:02 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Miami Marlins: ERA=4.207 WHIP=1.328 IP=626.7 (17 relievers)
2026-06-03 16:31:04 | DEBUG    | pitching.get_pitcher_stats          | Nick Martinez: ERA temp=2.29 | ERA últ.3 sal.=4.765 | ERA efectiva=3.28
2026-06-03 16:31:05 | DEBUG    | pitching.get_pitcher_stats          | Troy Melton: ERA temp=1.74 | ERA últ.3 sal.=1.782 | ERA efectiva=1.757
2026-06-03 16:31:06 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Tampa Bay Rays: ERA=3.618 WHIP=1.215 IP=577.9 (18 relievers)
2026-06-03 16:31:07 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Detroit Tigers: ERA=3.701 WHIP=1.254 IP=569.7 (18 relievers)
2026-06-03 16:31:08 | DEBUG    | pitching.get_pitcher_stats          | Taj Bradley: ERA temp=3.56 | ERA últ.3 sal.=6.136 | ERA efectiva=4.59
2026-06-03 16:31:10 | DEBUG    | pitching.get_pitcher_stats          | Erick Fedde: ERA temp=4.94 | ERA últ.3 sal.=4.154 | ERA efectiva=4.626
2026-06-03 16:31:12 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Minnesota Twins: ERA=4.658 WHIP=1.407 IP=550.9 (21 relievers)
2026-06-03 16:31:13 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago White Sox: ERA=4.272 WHIP=1.411 IP=627.5 (17 relievers)
2026-06-03 16:31:15 | DEBUG    | pitching.get_pitcher_stats          | George Kirby: ERA temp=4.04 | ERA últ.3 sal.=6.556 | ERA efectiva=5.046
2026-06-03 16:31:17 | DEBUG    | pitching.get_pitcher_stats          | Freddy Peralta: ERA temp=3.38 | ERA últ.3 sal.=3.663 | ERA efectiva=3.493
2026-06-03 16:31:18 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Seattle Mariners: ERA=3.701 WHIP=1.255 IP=551.5 (18 relievers)
2026-06-03 16:31:20 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Mets: ERA=3.55 WHIP=1.232 IP=591.1 (23 relievers)
2026-06-03 16:31:21 | DEBUG    | pitching.get_pitcher_stats          | Cristopher Sánchez: ERA temp=1.47 | ERA últ.3 sal.=0.0 | ERA efectiva=1.082
2026-06-03 16:31:24 | DEBUG    | pitching.get_pitcher_stats          | Walker Buehler: ERA temp=4.88 | ERA últ.3 sal.=4.172 | ERA efectiva=4.597
2026-06-03 16:31:25 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Philadelphia Phillies: ERA=4.234 WHIP=1.312 IP=478.5 (16 relievers)
2026-06-03 16:31:25 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Diego Padres: ERA=2.994 WHIP=1.159 IP=577.5 (14 relievers)
2026-06-03 16:31:27 | DEBUG    | pitching.get_pitcher_stats          | Payton Tolle: ERA temp=2.61 | ERA últ.3 sal.=3.462 | ERA efectiva=2.951
2026-06-03 16:31:28 | DEBUG    | pitching.get_pitcher_stats          | Chris Bassitt: ERA temp=5.06 | ERA últ.3 sal.=5.4 | ERA efectiva=5.196
2026-06-03 16:31:29 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Boston Red Sox: ERA=3.247 WHIP=1.208 IP=529.2 (17 relievers)
2026-06-03 16:31:32 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
2026-06-03 16:31:33 | DEBUG    | pitching.get_pitcher_stats          | Gerrit Cole: ERA temp=0.0 | ERA últ.2 sal.=0.0 | ERA efectiva=0.5
2026-06-03 16:31:36 | DEBUG    | pitching.get_pitcher_stats          | Gavin Williams: ERA temp=3.07 | ERA últ.3 sal.=1.286 | ERA efectiva=2.356
2026-06-03 16:31:37 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Yankees: ERA=3.943 WHIP=1.255 IP=516.5 (16 relievers)
2026-06-03 16:31:38 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cleveland Guardians: ERA=3.314 WHIP=1.208 IP=518.7 (13 relievers)
2026-06-03 16:31:40 | DEBUG    | pitching.get_pitcher_stats          | Chase Burns: ERA temp=1.96 | ERA últ.3 sal.=1.579 | ERA efectiva=1.808
2026-06-03 16:31:44 | DEBUG    | pitching.get_pitcher_stats          | Stephen Kolek: ERA temp=3.48 | ERA últ.3 sal.=1.791 | ERA efectiva=2.804
2026-06-03 16:31:45 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cincinnati Reds: ERA=3.917 WHIP=1.299 IP=530.5 (15 relievers)
2026-06-03 16:31:48 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Kansas City Royals: ERA=3.507 WHIP=1.243 IP=553.3 (13 relievers)
2026-06-03 16:31:59 | DEBUG    | pitching.get_pitcher_stats          | Grant Holmes: ERA temp=3.95 | ERA últ.3 sal.=2.961 | ERA efectiva=3.554
2026-06-03 16:32:01 | DEBUG    | pitching.get_pitcher_stats          | Patrick Corbin: ERA temp=3.65 | ERA últ.3 sal.=3.0 | ERA efectiva=3.39
2026-06-03 16:32:04 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Atlanta Braves: ERA=3.986 WHIP=1.229 IP=531.3 (18 relievers)
2026-06-03 16:32:05 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Toronto Blue Jays: ERA=3.963 WHIP=1.273 IP=535.7 (18 relievers)
2026-06-03 16:32:06 | DEBUG    | pitching.get_pitcher_stats          | Robert Gasser: ERA temp=6.48 | ERA últ.2 sal.=6.667 | ERA efectiva=6.555
2026-06-03 16:32:08 | DEBUG    | pitching.get_pitcher_stats          | Logan Webb: ERA temp=4.82 | ERA últ.3 sal.=4.768 | ERA efectiva=4.799
2026-06-03 16:32:10 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Milwaukee Brewers: ERA=3.492 WHIP=1.256 IP=633.5 (20 relievers)
2026-06-03 16:32:10 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Francisco Giants: ERA=3.658 WHIP=1.235 IP=519.1 (15 relievers)
2026-06-03 16:32:12 | DEBUG    | pitching.get_pitcher_stats          | Andre Pallante: ERA temp=4.19 | ERA últ.3 sal.=3.553 | ERA efectiva=3.935
2026-06-03 16:32:24 | DEBUG    | pitching.get_pitcher_stats          | MacKenzie Gore: ERA temp=3.96 | ERA últ.3 sal.=2.061 | ERA efectiva=3.2
2026-06-03 16:32:27 | DEBUG    | bullpen.obtener_bullpen             | Bullpen St. Louis Cardinals: ERA=3.785 WHIP=1.305 IP=537.7 (13 relievers)
2026-06-03 16:32:28 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Texas Rangers: ERA=3.466 WHIP=1.189 IP=571.9 (14 relievers)
2026-06-03 16:32:29 | DEBUG    | pitching.get_pitcher_stats          | Colin Rea: ERA temp=4.7 | ERA últ.3 sal.=4.969 | ERA efectiva=4.808
2026-06-03 16:32:32 | DEBUG    | pitching.get_pitcher_stats          | Jeffrey Springs: ERA temp=4.07 | ERA últ.3 sal.=3.684 | ERA efectiva=3.916
2026-06-03 16:32:33 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago Cubs: ERA=3.81 WHIP=1.218 IP=518.2 (20 relievers)
2026-06-03 16:32:34 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Athletics: ERA=4.487 WHIP=1.423 IP=523.5 (18 relievers)
2026-06-03 16:32:35 | DEBUG    | pitching.get_pitcher_stats          | Spencer Arrighetti: ERA temp=1.34 | ERA últ.3 sal.=0.497 | ERA efectiva=1.004
2026-06-03 16:32:37 | DEBUG    | pitching.get_pitcher_stats          | Paul Skenes: ERA temp=2.89 | ERA últ.3 sal.=5.96 | ERA efectiva=4.118
2026-06-03 16:32:38 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Houston Astros: ERA=3.463 WHIP=1.17 IP=528.9 (17 relievers)
2026-06-03 16:32:39 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Pittsburgh Pirates: ERA=3.906 WHIP=1.228 IP=436.9 (16 relievers)
2026-06-03 16:32:40 | DEBUG    | pitching.get_pitcher_stats          | Walbert Ureña: ERA temp=2.44 | ERA últ.3 sal.=1.059 | ERA efectiva=1.888
2026-06-03 16:32:42 | DEBUG    | pitching.get_pitcher_stats          | Michael Lorenzen: ERA temp=7.22 | ERA últ.3 sal.=10.161 | ERA efectiva=8.396
2026-06-03 16:32:43 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Los Angeles Angels: ERA=4.53 WHIP=1.367 IP=558.0 (22 relievers)
2026-06-03 16:32:44 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Colorado Rockies: ERA=5.108 WHIP=1.482 IP=597.2 (16 relievers)
2026-06-03 16:32:45 | DEBUG    | pitching.get_pitcher_stats          | Zac Gallen: ERA temp=5.16 | ERA últ.3 sal.=5.59 | ERA efectiva=5.332
2026-06-03 16:32:47 | DEBUG    | pitching.get_pitcher_stats          | Shohei Ohtani: ERA temp=0.82 | ERA últ.3 sal.=0.5 | ERA efectiva=0.692
2026-06-03 16:32:59 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Arizona Diamondbacks: ERA=4.99 WHIP=1.433 IP=431.4 (22 relievers)
2026-06-03 16:33:00 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Los Angeles Dodgers: ERA=4.244 WHIP=1.32 IP=625.8 (19 relievers)
2026-06-03 16:33:00 | INFO     | pitching.analizar_pitchers          | Pitchers analizados: 15 partidos.
2026-06-03 16:33:00 | INFO     | main.main                           | Partidos válidos: 15 / 15
2026-06-03 16:33:00 | INFO     | main.main                           | Analizando ofensiva...
2026-06-03 16:33:02 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Washington Nationals vsRHP: OPS pond.=0.79 (5/5 con split)
2026-06-03 16:33:06 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Miami Marlins vsLHP: OPS pond.=0.792 (5/5 con split)
2026-06-03 16:33:06 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Washington Nationals (vsRHP OPS=0.79 R/10=4.5 n_runs=0) | Miami Marlins (vsLHP OPS=0.792 R/10=4.5 n_runs=0)
2026-06-03 16:33:08 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Tampa Bay Rays vsRHP: OPS pond.=0.797 (5/5 con split)
2026-06-03 16:33:11 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Detroit Tigers vsRHP: OPS pond.=0.801 (5/5 con split)
2026-06-03 16:33:11 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Tampa Bay Rays (vsRHP OPS=0.797 R/10=4.5 n_runs=0) | Detroit Tigers (vsRHP OPS=0.801 R/10=4.5 n_runs=0)
2026-06-03 16:33:13 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Minnesota Twins vsRHP: OPS pond.=0.711 (5/5 con split)
2026-06-03 16:33:16 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Chicago White Sox vsRHP: OPS pond.=0.78 (5/5 con split)
2026-06-03 16:33:16 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Minnesota Twins (vsRHP OPS=0.711 R/10=4.5 n_runs=0) | Chicago White Sox (vsRHP OPS=0.78 R/10=4.5 n_runs=0)
2026-06-03 16:33:18 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Seattle Mariners vsRHP: OPS pond.=0.748 (5/5 con split)
2026-06-03 16:33:22 | DEBUG    | offense.obtener_stats_ofensivas     | Offense New York Mets vsRHP: OPS pond.=0.594 (5/5 con split)
2026-06-03 16:33:22 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Seattle Mariners (vsRHP OPS=0.748 R/10=4.5 n_runs=0) | New York Mets (vsRHP OPS=0.594 R/10=4.5 n_runs=0)
2026-06-03 16:33:25 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Philadelphia Phillies vsRHP: OPS pond.=0.733 (5/5 con split)
2026-06-03 16:33:27 | DEBUG    | offense.obtener_stats_ofensivas     | Offense San Diego Padres vsLHP: OPS pond.=0.738 (5/5 con split)
2026-06-03 16:33:27 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Philadelphia Phillies (vsRHP OPS=0.733 R/10=4.5 n_runs=0) | San Diego Padres (vsLHP OPS=0.738 R/10=4.5 n_runs=0)
2026-06-03 16:33:31 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Boston Red Sox vsRHP: OPS pond.=0.697 (5/5 con split)
2026-06-03 16:33:36 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Baltimore Orioles vsLHP: OPS pond.=0.724 (5/5 con split)
2026-06-03 16:33:36 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Boston Red Sox (vsRHP OPS=0.697 R/10=4.5 n_runs=0) | Baltimore Orioles (vsLHP OPS=0.724 R/10=4.5 n_runs=0)
2026-06-03 16:33:38 | DEBUG    | offense.obtener_stats_ofensivas     | Offense New York Yankees vsRHP: OPS pond.=0.847 (5/5 con split)
2026-06-03 16:33:42 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Cleveland Guardians vsRHP: OPS pond.=0.693 (5/5 con split)
2026-06-03 16:33:42 | DEBUG    | offense.analizar_ofensiva           | OFFENSE New York Yankees (vsRHP OPS=0.847 R/10=4.5 n_runs=0) | Cleveland Guardians (vsRHP OPS=0.693 R/10=4.5 n_runs=0)
2026-06-03 16:33:44 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Cincinnati Reds vsRHP: OPS pond.=0.693 (5/5 con split)
2026-06-03 16:33:48 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Kansas City Royals vsRHP: OPS pond.=0.689 (5/5 con split)
2026-06-03 16:33:48 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Cincinnati Reds (vsRHP OPS=0.693 R/10=4.5 n_runs=0) | Kansas City Royals (vsRHP OPS=0.689 R/10=4.5 n_runs=0)
2026-06-03 16:33:54 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Atlanta Braves vsLHP: OPS pond.=0.731 (5/5 con split)
2026-06-03 16:33:58 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Toronto Blue Jays vsRHP: OPS pond.=0.728 (5/5 con split)
2026-06-03 16:33:58 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Atlanta Braves (vsLHP OPS=0.731 R/10=4.5 n_runs=0) | Toronto Blue Jays (vsRHP OPS=0.728 R/10=4.5 n_runs=0)
2026-06-03 16:34:00 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Milwaukee Brewers vsRHP: OPS pond.=0.821 (5/5 con split)
2026-06-03 16:34:05 | DEBUG    | offense.obtener_stats_ofensivas     | Offense San Francisco Giants vsLHP: OPS pond.=0.734 (5/5 con split)
2026-06-03 16:34:05 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Milwaukee Brewers (vsRHP OPS=0.821 R/10=4.5 n_runs=0) | San Francisco Giants (vsLHP OPS=0.734 R/10=4.5 n_runs=0)
2026-06-03 16:34:08 | DEBUG    | offense.obtener_stats_ofensivas     | Offense St. Louis Cardinals vsLHP: OPS pond.=0.741 (5/5 con split)
2026-06-03 16:34:10 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Texas Rangers vsRHP: OPS pond.=0.763 (5/5 con split)
2026-06-03 16:34:10 | DEBUG    | offense.analizar_ofensiva           | OFFENSE St. Louis Cardinals (vsLHP OPS=0.741 R/10=4.5 n_runs=0) | Texas Rangers (vsRHP OPS=0.763 R/10=4.5 n_runs=0)
2026-06-03 16:34:13 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Chicago Cubs vsLHP: OPS pond.=0.68 (5/5 con split)
2026-06-03 16:34:15 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Athletics vsRHP: OPS pond.=0.824 (5/5 con split)
2026-06-03 16:34:15 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Chicago Cubs (vsLHP OPS=0.68 R/10=4.5 n_runs=0) | Athletics (vsRHP OPS=0.824 R/10=4.5 n_runs=0)
2026-06-03 16:34:16 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Houston Astros vsRHP: OPS pond.=0.801 (5/5 con split)
2026-06-03 16:34:19 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Pittsburgh Pirates vsRHP: OPS pond.=0.838 (5/5 con split)
2026-06-03 16:34:19 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Houston Astros (vsRHP OPS=0.801 R/10=4.5 n_runs=0) | Pittsburgh Pirates (vsRHP OPS=0.838 R/10=4.5 n_runs=0)
2026-06-03 16:34:21 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Los Angeles Angels vsRHP: OPS pond.=0.743 (5/5 con split)
