2026-06-22 12:00:15 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-06-22.log
2026-06-22 12:00:17 | INFO     | main.main                           | =======================================================
2026-06-22 12:00:17 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-06-22 12:00:17 | INFO     | main.main                           | =======================================================
2026-06-22 12:00:17 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-06-22 12:00:17 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-06-22 12:00:56 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-06-22 12:00:56 | INFO     | main.main                           | Analizando pitchers del día...
2026-06-22 12:00:57 | DEBUG    | pitching.get_pitcher_stats          | Framber Valdez: ERA temp=4.09 | ERA últ.3 sal.=2.812 | ERA efectiva=3.579
2026-06-22 12:00:58 | DEBUG    | pitching.get_pitcher_stats          | Gerrit Cole: ERA temp=2.57 | ERA últ.3 sal.=4.768 | ERA efectiva=3.449
2026-06-22 12:00:59 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Detroit Tigers: ERA=3.701 WHIP=1.254 IP=569.7 (18 relievers)
2026-06-22 12:01:00 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Yankees: ERA=3.943 WHIP=1.255 IP=516.5 (16 relievers)
2026-06-22 12:01:01 | DEBUG    | pitching.get_pitcher_stats          | Drew Rasmussen: ERA temp=2.59 | ERA últ.3 sal.=0.429 | ERA efectiva=1.754
2026-06-22 12:01:03 | DEBUG    | pitching.get_pitcher_stats          | Michael Wacha: ERA temp=3.64 | ERA últ.3 sal.=5.44 | ERA efectiva=4.36
2026-06-22 12:01:03 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Tampa Bay Rays: ERA=3.618 WHIP=1.215 IP=577.9 (18 relievers)
2026-06-22 12:01:04 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Kansas City Royals: ERA=3.507 WHIP=1.243 IP=553.3 (13 relievers)
2026-06-22 12:01:05 | DEBUG    | pitching.get_pitcher_stats          | Tyler Phillips: ERA temp=3.1 | ERA últ.3 sal.=7.071 | ERA efectiva=4.688
2026-06-22 12:01:07 | DEBUG    | pitching.get_pitcher_stats          | Tyler Alexander: ERA temp=2.97 | ERA últ.1 sal.=0.0 | ERA efectiva=1.982
2026-06-22 12:01:07 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Miami Marlins: ERA=4.207 WHIP=1.328 IP=626.7 (17 relievers)
2026-06-22 12:01:08 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Texas Rangers: ERA=3.466 WHIP=1.189 IP=571.9 (14 relievers)
2026-06-22 12:01:09 | DEBUG    | pitching.get_pitcher_stats          | Foster Griffin: ERA temp=3.32 | ERA últ.3 sal.=1.588 | ERA efectiva=2.627
2026-06-22 12:01:09 | WARNING  | pitching.analizar_pitchers          | Washington Nationals vs Philadelphia Phillies — lanzador no confirmado (away: TBD)
2026-06-22 12:01:10 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Washington Nationals: ERA=5.903 WHIP=1.575 IP=504.2 (19 relievers)
2026-06-22 12:01:11 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Philadelphia Phillies: ERA=4.234 WHIP=1.312 IP=478.5 (16 relievers)
2026-06-22 12:01:12 | DEBUG    | pitching.get_pitcher_stats          | Dylan Cease: ERA temp=2.71 | ERA últ.3 sal.=1.776 | ERA efectiva=2.336
2026-06-22 12:01:13 | DEBUG    | pitching.get_pitcher_stats          | Hunter Brown: ERA temp=1.1 | ERA últ.3 sal.=1.169 | ERA efectiva=1.128
2026-06-22 12:01:14 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Toronto Blue Jays: ERA=3.963 WHIP=1.273 IP=535.7 (18 relievers)
2026-06-22 12:01:14 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Houston Astros: ERA=3.463 WHIP=1.17 IP=528.9 (17 relievers)
2026-06-22 12:01:15 | DEBUG    | pitching.get_pitcher_stats          | Kodai Senga: ERA temp=9.0 | ERA últ.3 sal.=12.581 | ERA efectiva=10.2
2026-06-22 12:01:17 | DEBUG    | pitching.get_pitcher_stats          | Shota Imanaga: ERA temp=4.26 | ERA últ.3 sal.=3.889 | ERA efectiva=4.112
2026-06-22 12:01:17 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Mets: ERA=3.55 WHIP=1.232 IP=591.1 (23 relievers)
2026-06-22 12:01:18 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago Cubs: ERA=3.81 WHIP=1.218 IP=518.2 (20 relievers)
2026-06-22 12:01:19 | DEBUG    | pitching.get_pitcher_stats          | Brady Singer: ERA temp=5.32 | ERA últ.3 sal.=2.4 | ERA efectiva=4.152
2026-06-22 12:01:19 | WARNING  | pitching.analizar_pitchers          | Cincinnati Reds vs Milwaukee Brewers — lanzador no confirmado (away: TBD)
