2026-06-18 12:00:05 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-06-18.log
2026-06-18 12:00:06 | INFO     | main.main                           | =======================================================
2026-06-18 12:00:06 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-06-18 12:00:06 | INFO     | main.main                           | =======================================================
2026-06-18 12:00:06 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-06-18 12:00:06 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-06-18 12:00:29 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-06-18 12:00:29 | INFO     | main.main                           | Analizando pitchers del día...
2026-06-18 12:00:31 | DEBUG    | pitching.get_pitcher_stats          | Sonny Gray: ERA temp=3.11 | ERA últ.3 sal.=3.409 | ERA efectiva=3.23
2026-06-18 12:00:32 | DEBUG    | pitching.get_pitcher_stats          | Trey Yesavage: ERA temp=3.7 | ERA últ.3 sal.=8.839 | ERA efectiva=5.756
2026-06-18 12:00:32 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Boston Red Sox: ERA=3.247 WHIP=1.208 IP=529.2 (17 relievers)
2026-06-18 12:00:33 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Toronto Blue Jays: ERA=3.963 WHIP=1.273 IP=535.7 (18 relievers)
2026-06-18 12:00:34 | DEBUG    | pitching.get_pitcher_stats          | Shane Drohan: ERA temp=3.59 | ERA últ.3 sal.=5.364 | ERA efectiva=4.3
2026-06-18 12:00:35 | DEBUG    | pitching.get_pitcher_stats          | Parker Messick: ERA temp=2.68 | ERA últ.3 sal.=4.675 | ERA efectiva=3.478
2026-06-18 12:00:36 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Milwaukee Brewers: ERA=3.492 WHIP=1.256 IP=633.5 (20 relievers)
2026-06-18 12:00:37 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cleveland Guardians: ERA=3.314 WHIP=1.208 IP=518.7 (13 relievers)
2026-06-18 12:00:38 | DEBUG    | pitching.get_pitcher_stats          | Jack Leiter: ERA temp=4.86 | ERA últ.3 sal.=5.625 | ERA efectiva=5.166
2026-06-18 12:00:39 | DEBUG    | pitching.get_pitcher_stats          | Joe Ryan: ERA temp=3.17 | ERA últ.3 sal.=4.0 | ERA efectiva=3.502
2026-06-18 12:00:39 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Texas Rangers: ERA=3.466 WHIP=1.189 IP=571.9 (14 relievers)
2026-06-18 12:00:40 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Minnesota Twins: ERA=4.658 WHIP=1.407 IP=550.9 (21 relievers)
2026-06-18 12:00:41 | DEBUG    | pitching.get_pitcher_stats          | Bryan Woo: ERA temp=4.28 | ERA últ.3 sal.=5.967 | ERA efectiva=4.955
2026-06-18 12:00:42 | DEBUG    | pitching.get_pitcher_stats          | Shane Baz: ERA temp=4.06 | ERA últ.3 sal.=2.616 | ERA efectiva=3.482
2026-06-18 12:00:43 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Seattle Mariners: ERA=3.701 WHIP=1.255 IP=551.5 (18 relievers)
2026-06-18 12:00:44 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
2026-06-18 12:00:45 | DEBUG    | pitching.get_pitcher_stats          | Aaron Nola: ERA temp=5.86 | ERA últ.3 sal.=6.767 | ERA efectiva=6.223
2026-06-18 12:00:46 | DEBUG    | pitching.get_pitcher_stats          | Sean Manaea: ERA temp=4.78 | ERA últ.1 sal.=3.0 | ERA efectiva=4.068
2026-06-18 12:00:47 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Philadelphia Phillies: ERA=4.234 WHIP=1.312 IP=478.5 (16 relievers)
2026-06-18 12:00:47 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Mets: ERA=3.55 WHIP=1.232 IP=591.1 (23 relievers)
2026-06-18 12:00:48 | DEBUG    | pitching.get_pitcher_stats          | Ryan Weathers: ERA temp=4.36 | ERA últ.3 sal.=8.834 | ERA efectiva=6.15
2026-06-18 12:00:49 | DEBUG    | pitching.get_pitcher_stats          | Sean Burke: ERA temp=4.15 | ERA últ.3 sal.=3.913 | ERA efectiva=4.055
2026-06-18 12:00:50 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Yankees: ERA=3.943 WHIP=1.255 IP=516.5 (16 relievers)
2026-06-18 12:00:51 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago White Sox: ERA=4.272 WHIP=1.411 IP=627.5 (17 relievers)
2026-06-18 12:00:52 | DEBUG    | pitching.get_pitcher_stats          | Martín Pérez: ERA temp=2.9 | ERA últ.3 sal.=3.576 | ERA efectiva=3.17
2026-06-18 12:00:53 | DEBUG    | pitching.get_pitcher_stats          | Landen Roupp: ERA temp=4.24 | ERA últ.3 sal.=8.731 | ERA efectiva=6.036
2026-06-18 12:00:53 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Atlanta Braves: ERA=3.986 WHIP=1.229 IP=531.3 (18 relievers)
2026-06-18 12:00:54 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Francisco Giants: ERA=3.658 WHIP=1.235 IP=519.1 (15 relievers)
2026-06-18 12:00:55 | DEBUG    | pitching.get_pitcher_stats          | Noah Cameron: ERA temp=4.11 | ERA últ.3 sal.=2.632 | ERA efectiva=3.519
2026-06-18 12:00:56 | DEBUG    | pitching.get_pitcher_stats          | Matthew Liberatore: ERA temp=4.71 | ERA últ.3 sal.=4.737 | ERA efectiva=4.721
2026-06-18 12:00:57 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Kansas City Royals: ERA=3.507 WHIP=1.243 IP=553.3 (13 relievers)
