2026-09-09 14:26:47 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-09-09.log
2026-09-09 14:26:48 | INFO     | main.main                           | =======================================================
2026-09-09 14:26:48 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-09-09 14:26:48 | INFO     | main.main                           | =======================================================
2026-09-09 14:26:48 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-09-09 14:26:48 | INFO     | statcast.cargar_statcast            | Stats avanzadas desde caché (30 pitching, 30 batting).
2026-09-09 14:26:48 | INFO     | main.main                           | Analizando pitchers del día...
2026-09-09 14:26:51 | DEBUG    | pitching.get_pitcher_stats          | Keider Montero: ERA temp=3.55 | ERA últ.3 sal.=6.183 | ERA efectiva=4.603
2026-09-09 14:26:53 | DEBUG    | pitching.get_pitcher_stats          | Zebby Matthews: ERA temp=4.98 | ERA últ.3 sal.=5.921 | ERA efectiva=5.356
2026-09-09 14:26:53 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Detroit Tigers: ERA=3.701 WHIP=1.254 IP=569.7 (18 relievers)
2026-09-09 14:26:54 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Minnesota Twins: ERA=4.658 WHIP=1.407 IP=550.9 (21 relievers)
2026-09-09 14:26:56 | DEBUG    | pitching.get_pitcher_stats          | Brady Basso: ERA temp=3.86 | ERA últ.3 sal.=6.338 | ERA efectiva=4.851
2026-09-09 14:26:57 | DEBUG    | pitching.get_pitcher_stats          | Braydon Fisher: ERA temp=3.15 | ERA últ.3 sal.=2.903 | ERA efectiva=3.051
2026-09-09 14:26:58 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Athletics: ERA=4.487 WHIP=1.423 IP=523.5 (18 relievers)
2026-09-09 14:26:59 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Toronto Blue Jays: ERA=3.963 WHIP=1.273 IP=535.7 (18 relievers)
2026-09-09 14:27:00 | DEBUG    | pitching.get_pitcher_stats          | Blade Tidwell: ERA temp=4.43 | ERA últ.3 sal.=6.75 | ERA efectiva=5.358
2026-09-09 14:27:02 | DEBUG    | pitching.get_pitcher_stats          | Andre Pallante: ERA temp=3.53 | ERA últ.3 sal.=4.426 | ERA efectiva=3.888
2026-09-09 14:27:03 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Francisco Giants: ERA=3.658 WHIP=1.235 IP=519.1 (15 relievers)
2026-09-09 14:27:03 | DEBUG    | bullpen.obtener_bullpen             | Bullpen St. Louis Cardinals: ERA=3.785 WHIP=1.305 IP=537.7 (13 relievers)
2026-09-09 14:27:05 | DEBUG    | pitching.get_pitcher_stats          | Walker Buehler: ERA temp=4.52 | ERA últ.3 sal.=3.273 | ERA efectiva=4.021
2026-09-09 14:27:06 | DEBUG    | pitching.get_pitcher_stats          | Jackson Kent: ERA temp=5.33 | ERA últ.3 sal.=3.889 | ERA efectiva=4.754
2026-09-09 14:27:07 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Diego Padres: ERA=2.994 WHIP=1.159 IP=577.5 (14 relievers)
2026-09-09 14:27:08 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Washington Nationals: ERA=5.903 WHIP=1.575 IP=504.2 (19 relievers)
2026-09-09 14:27:10 | DEBUG    | pitching.get_pitcher_stats          | Kade Anderson: ERA temp=5.06 | ERA últ.3 sal.=6.238 | ERA efectiva=5.531
2026-09-09 14:27:11 | DEBUG    | pitching.get_pitcher_stats          | Cody Bradford: ERA temp=4.35 | ERA últ.3 sal.=7.059 | ERA efectiva=5.434
2026-09-09 14:27:12 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Seattle Mariners: ERA=3.701 WHIP=1.255 IP=551.5 (18 relievers)
2026-09-09 14:27:13 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Texas Rangers: ERA=3.466 WHIP=1.189 IP=571.9 (14 relievers)
2026-09-09 14:27:14 | DEBUG    | pitching.get_pitcher_stats          | Shane Baz: ERA temp=3.91 | ERA últ.3 sal.=3.273 | ERA efectiva=3.655
2026-09-09 14:27:16 | DEBUG    | pitching.get_pitcher_stats          | Foster Griffin: ERA temp=3.26 | ERA últ.3 sal.=3.938 | ERA efectiva=3.531
2026-09-09 14:27:17 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
2026-09-09 14:27:18 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cleveland Guardians: ERA=3.314 WHIP=1.208 IP=518.7 (13 relievers)
2026-09-09 14:27:20 | DEBUG    | pitching.get_pitcher_stats          | Cristopher Sánchez: ERA temp=2.58 | ERA últ.3 sal.=3.281 | ERA efectiva=2.86
2026-09-09 14:27:21 | DEBUG    | pitching.get_pitcher_stats          | Hunter Brown: ERA temp=3.31 | ERA últ.3 sal.=2.069 | ERA efectiva=2.814
2026-09-09 14:27:22 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Philadelphia Phillies: ERA=4.234 WHIP=1.312 IP=478.5 (16 relievers)
2026-09-09 14:27:23 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Houston Astros: ERA=3.463 WHIP=1.17 IP=528.9 (17 relievers)
