2026-07-24 12:00:14 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-07-24.log
2026-07-24 12:00:17 | INFO     | main.main                           | =======================================================
2026-07-24 12:00:17 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-07-24 12:00:17 | INFO     | main.main                           | =======================================================
2026-07-24 12:00:17 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-07-24 12:00:17 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-07-24 12:00:44 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-07-24 12:00:44 | INFO     | main.main                           | Analizando pitchers del día...
2026-07-24 12:00:46 | DEBUG    | pitching.get_pitcher_stats          | Shane Drohan: ERA temp=3.2 | ERA últ.3 sal.=3.481 | ERA efectiva=3.312
2026-07-24 12:00:48 | DEBUG    | pitching.get_pitcher_stats          | Tomoyuki Sugano: ERA temp=4.76 | ERA últ.3 sal.=5.789 | ERA efectiva=5.172
2026-07-24 12:00:48 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Milwaukee Brewers: ERA=3.492 WHIP=1.256 IP=633.5 (20 relievers)
2026-07-24 12:00:49 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Colorado Rockies: ERA=5.108 WHIP=1.482 IP=597.2 (16 relievers)
2026-07-24 12:00:50 | DEBUG    | pitching.get_pitcher_stats          | Tarik Skubal: ERA temp=2.83 | ERA últ.3 sal.=1.588 | ERA efectiva=2.333
2026-07-24 12:00:52 | DEBUG    | pitching.get_pitcher_stats          | Beck Way: ERA temp=3.22 | sin salidas recientes
2026-07-24 12:00:52 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Detroit Tigers: ERA=3.701 WHIP=1.254 IP=569.7 (18 relievers)
2026-07-24 12:00:53 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Kansas City Royals: ERA=3.507 WHIP=1.243 IP=553.3 (13 relievers)
2026-07-24 12:00:54 | DEBUG    | pitching.get_pitcher_stats          | Jared Jones: ERA temp=4.05 | ERA últ.3 sal.=1.2 | ERA efectiva=2.91
2026-07-24 12:00:56 | DEBUG    | pitching.get_pitcher_stats          | Matthew Boyd: ERA temp=4.15 | ERA últ.3 sal.=2.486 | ERA efectiva=3.484
2026-07-24 12:00:57 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Pittsburgh Pirates: ERA=3.906 WHIP=1.228 IP=436.9 (16 relievers)
2026-07-24 12:00:57 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago Cubs: ERA=3.81 WHIP=1.218 IP=518.2 (20 relievers)
2026-07-24 12:00:58 | DEBUG    | pitching.get_pitcher_stats          | Carson Palmquist: ERA temp=8.74 | ERA últ.3 sal.=15.577 | ERA efectiva=10.044
2026-07-24 12:01:00 | DEBUG    | pitching.get_pitcher_stats          | Eduardo Rodriguez: ERA temp=2.05 | ERA últ.3 sal.=0.0 | ERA efectiva=1.43
2026-07-24 12:01:01 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Washington Nationals: ERA=5.903 WHIP=1.575 IP=504.2 (19 relievers)
2026-07-24 12:01:02 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Arizona Diamondbacks: ERA=4.99 WHIP=1.433 IP=431.4 (22 relievers)
2026-07-24 12:01:03 | DEBUG    | pitching.get_pitcher_stats          | Jesús Luzardo: ERA temp=3.43 | ERA últ.3 sal.=1.0 | ERA efectiva=2.458
2026-07-24 12:01:04 | DEBUG    | pitching.get_pitcher_stats          | Cam Schlittler: ERA temp=2.2 | ERA últ.3 sal.=2.951 | ERA efectiva=2.5
2026-07-24 12:01:05 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Philadelphia Phillies: ERA=4.234 WHIP=1.312 IP=478.5 (16 relievers)
2026-07-24 12:01:06 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Yankees: ERA=3.943 WHIP=1.255 IP=516.5 (16 relievers)
2026-07-24 12:01:07 | DEBUG    | pitching.get_pitcher_stats          | Trevor Rogers: ERA temp=4.28 | ERA últ.3 sal.=1.053 | ERA efectiva=2.989
2026-07-24 12:01:09 | DEBUG    | pitching.get_pitcher_stats          | Grant Holmes: ERA temp=3.7 | ERA últ.3 sal.=2.4 | ERA efectiva=3.18
2026-07-24 12:01:09 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
2026-07-24 12:01:10 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Atlanta Braves: ERA=3.986 WHIP=1.229 IP=531.3 (18 relievers)
2026-07-24 12:01:12 | DEBUG    | pitching.get_pitcher_stats          | Sean Manaea: ERA temp=4.74 | ERA últ.3 sal.=5.0 | ERA efectiva=4.844
2026-07-24 12:01:13 | DEBUG    | pitching.get_pitcher_stats          | Roki Sasaki: ERA temp=4.98 | ERA últ.3 sal.=5.704 | ERA efectiva=5.27
2026-07-24 12:01:14 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Mets: ERA=3.55 WHIP=1.232 IP=591.1 (23 relievers)
