2026-05-05 12:00:07 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-05-05.log
2026-05-05 12:00:10 | INFO     | main.main                           | =======================================================
2026-05-05 12:00:10 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-05-05 12:00:10 | INFO     | main.main                           | =======================================================
2026-05-05 12:00:10 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-05-05 12:00:10 | INFO     | statcast.cargar_statcast            | Stats avanzadas desde caché (30 pitching, 30 batting).
2026-05-05 12:00:10 | INFO     | main.main                           | Analizando pitchers del día...
2026-05-05 12:00:12 | DEBUG    | pitching.get_pitcher_stats          | Framber Valdez: ERA temp=3.35 | ERA últ.3 sal.=2.795 | ERA efectiva=3.128
2026-05-05 12:00:13 | DEBUG    | pitching.get_pitcher_stats          | Jovani Morán: ERA temp=2.33 | sin salidas recientes
2026-05-05 12:00:13 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Detroit Tigers: ERA=3.701 WHIP=1.254 IP=569.7 (18 relievers)
2026-05-05 12:00:14 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Boston Red Sox: ERA=3.247 WHIP=1.208 IP=529.2 (17 relievers)
2026-05-05 12:00:15 | DEBUG    | pitching.get_pitcher_stats          | Drew Rasmussen: ERA temp=2.64 | ERA últ.3 sal.=4.437 | ERA efectiva=3.359
2026-05-05 12:00:17 | DEBUG    | pitching.get_pitcher_stats          | Kevin Gausman: ERA temp=3.1 | ERA últ.3 sal.=4.138 | ERA efectiva=3.515
2026-05-05 12:00:17 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Tampa Bay Rays: ERA=3.618 WHIP=1.215 IP=577.9 (18 relievers)
2026-05-05 12:00:18 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Toronto Blue Jays: ERA=3.963 WHIP=1.273 IP=535.7 (18 relievers)
2026-05-05 12:00:19 | DEBUG    | pitching.get_pitcher_stats          | Cristopher Sánchez: ERA temp=2.9 | ERA últ.3 sal.=4.162 | ERA efectiva=3.405
2026-05-05 12:00:20 | DEBUG    | pitching.get_pitcher_stats          | Luis Severino: ERA temp=4.46 | ERA últ.3 sal.=3.443 | ERA efectiva=4.053
2026-05-05 12:00:21 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Philadelphia Phillies: ERA=4.234 WHIP=1.312 IP=478.5 (16 relievers)
2026-05-05 12:00:22 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Athletics: ERA=4.487 WHIP=1.423 IP=523.5 (18 relievers)
2026-05-05 12:00:23 | DEBUG    | pitching.get_pitcher_stats          | Sandy Alcantara: ERA temp=3.04 | ERA últ.3 sal.=3.706 | ERA efectiva=3.306
2026-05-05 12:00:24 | DEBUG    | pitching.get_pitcher_stats          | Chris Bassitt: ERA temp=5.46 | ERA últ.3 sal.=3.313 | ERA efectiva=4.601
2026-05-05 12:00:25 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Miami Marlins: ERA=4.207 WHIP=1.328 IP=626.7 (17 relievers)
2026-05-05 12:00:26 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
2026-05-05 12:00:27 | DEBUG    | pitching.get_pitcher_stats          | Cade Cavalli: ERA temp=3.82 | ERA últ.3 sal.=3.0 | ERA efectiva=3.492
2026-05-05 12:00:28 | DEBUG    | pitching.get_pitcher_stats          | Taj Bradley: ERA temp=2.85 | ERA últ.3 sal.=4.712 | ERA efectiva=3.595
2026-05-05 12:00:28 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Washington Nationals: ERA=5.903 WHIP=1.575 IP=504.2 (19 relievers)
2026-05-05 12:00:29 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Minnesota Twins: ERA=4.658 WHIP=1.407 IP=550.9 (21 relievers)
2026-05-05 12:00:30 | DEBUG    | pitching.get_pitcher_stats          | Elmer Rodríguez: ERA temp=4.5 | ERA últ.1 sal.=4.5 | ERA efectiva=4.5
2026-05-05 12:00:32 | DEBUG    | pitching.get_pitcher_stats          | Jacob deGrom: ERA temp=2.01 | ERA últ.3 sal.=1.184 | ERA efectiva=1.68
2026-05-05 12:00:32 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Yankees: ERA=3.943 WHIP=1.255 IP=516.5 (16 relievers)
2026-05-05 12:00:33 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Texas Rangers: ERA=3.466 WHIP=1.189 IP=571.9 (14 relievers)
2026-05-05 12:00:34 | DEBUG    | pitching.get_pitcher_stats          | Jameson Taillon: ERA temp=4.41 | ERA últ.3 sal.=4.0 | ERA efectiva=4.246
2026-05-05 12:00:35 | DEBUG    | pitching.get_pitcher_stats          | Andrew Abbott: ERA temp=5.97 | ERA últ.3 sal.=6.338 | ERA efectiva=6.117
2026-05-05 12:00:36 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago Cubs: ERA=3.81 WHIP=1.218 IP=518.2 (20 relievers)
2026-05-05 12:00:37 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cincinnati Reds: ERA=3.917 WHIP=1.299 IP=530.5 (15 relievers)
2026-05-05 12:00:37 | WARNING  | pitching.get_pitcher_stats          | Lanzador 'Stephen Kolek' no encontrado en MLB API. Usando defaults confirmados.
2026-05-05 12:00:39 | DEBUG    | pitching.get_pitcher_stats          | Gavin Williams: ERA temp=2.7 | ERA últ.3 sal.=3.119 | ERA efectiva=2.868
2026-05-05 12:00:40 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Kansas City Royals: ERA=3.507 WHIP=1.243 IP=553.3 (13 relievers)
2026-05-05 12:00:41 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cleveland Guardians: ERA=3.314 WHIP=1.208 IP=518.7 (13 relievers)
2026-05-05 12:00:42 | DEBUG    | pitching.get_pitcher_stats          | Andre Pallante: ERA temp=3.73 | ERA últ.3 sal.=2.795 | ERA efectiva=3.356
2026-05-05 12:00:44 | DEBUG    | pitching.get_pitcher_stats          | Brandon Sproat: ERA temp=6.75 | ERA últ.3 sal.=4.675 | ERA efectiva=5.92
2026-05-05 12:00:44 | DEBUG    | bullpen.obtener_bullpen             | Bullpen St. Louis Cardinals: ERA=3.785 WHIP=1.305 IP=537.7 (13 relievers)
2026-05-05 12:00:45 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Milwaukee Brewers: ERA=3.492 WHIP=1.256 IP=633.5 (20 relievers)
2026-05-05 12:00:46 | DEBUG    | pitching.get_pitcher_stats          | Peter Lambert: ERA temp=3.52 | ERA últ.3 sal.=3.576 | ERA efectiva=3.542
2026-05-05 12:00:48 | DEBUG    | pitching.get_pitcher_stats          | Shohei Ohtani: ERA temp=0.6 | ERA últ.3 sal.=1.0 | ERA efectiva=0.76
2026-05-05 12:00:48 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Houston Astros: ERA=3.463 WHIP=1.17 IP=528.9 (17 relievers)
2026-05-05 12:00:49 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Los Angeles Dodgers: ERA=4.244 WHIP=1.32 IP=625.8 (19 relievers)
2026-05-05 12:00:51 | DEBUG    | pitching.get_pitcher_stats          | Sam Aldegheri: ERA temp=5.4 | sin salidas recientes
2026-05-05 12:00:52 | DEBUG    | pitching.get_pitcher_stats          | Erick Fedde: ERA temp=3.24 | ERA últ.3 sal.=3.333 | ERA efectiva=3.277
2026-05-05 12:00:53 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Los Angeles Angels: ERA=4.53 WHIP=1.367 IP=558.0 (22 relievers)
2026-05-05 12:00:54 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago White Sox: ERA=4.272 WHIP=1.411 IP=627.5 (17 relievers)
2026-05-05 12:00:55 | DEBUG    | pitching.get_pitcher_stats          | Eduardo Rodriguez: ERA temp=1.62 | sin salidas recientes
2026-05-05 12:00:57 | DEBUG    | pitching.get_pitcher_stats          | Bubba Chandler: ERA temp=4.97 | ERA últ.3 sal.=6.0 | ERA efectiva=5.382
2026-05-05 12:00:58 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Arizona Diamondbacks: ERA=4.99 WHIP=1.433 IP=431.4 (22 relievers)
2026-05-05 12:00:59 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Pittsburgh Pirates: ERA=3.906 WHIP=1.228 IP=436.9 (16 relievers)
2026-05-05 12:01:00 | DEBUG    | pitching.get_pitcher_stats          | George Kirby: ERA temp=3.0 | ERA últ.3 sal.=2.744 | ERA efectiva=2.898
2026-05-05 12:01:02 | DEBUG    | pitching.get_pitcher_stats          | Bryce Elder: ERA temp=1.88 | ERA últ.3 sal.=3.281 | ERA efectiva=2.44
2026-05-05 12:01:02 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Seattle Mariners: ERA=3.701 WHIP=1.255 IP=551.5 (18 relievers)
2026-05-05 12:01:03 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Atlanta Braves: ERA=3.986 WHIP=1.229 IP=531.3 (18 relievers)
2026-05-05 12:01:05 | DEBUG    | pitching.get_pitcher_stats          | Logan Webb: ERA temp=4.3 | ERA últ.3 sal.=3.15 | ERA efectiva=3.84
2026-05-05 12:01:06 | DEBUG    | pitching.get_pitcher_stats          | Walker Buehler: ERA temp=5.4 | ERA últ.3 sal.=6.316 | ERA efectiva=5.766
2026-05-05 12:01:07 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Francisco Giants: ERA=3.658 WHIP=1.235 IP=519.1 (15 relievers)
2026-05-05 12:01:08 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Diego Padres: ERA=2.994 WHIP=1.159 IP=577.5 (14 relievers)
2026-05-05 12:01:09 | DEBUG    | pitching.get_pitcher_stats          | Michael Lorenzen: ERA temp=6.09 | ERA últ.3 sal.=4.211 | ERA efectiva=5.338
2026-05-05 12:01:11 | DEBUG    | pitching.get_pitcher_stats          | Freddy Peralta: ERA temp=3.52 | ERA últ.3 sal.=3.293 | ERA efectiva=3.429
2026-05-05 12:01:12 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Colorado Rockies: ERA=5.108 WHIP=1.482 IP=597.2 (16 relievers)
2026-05-05 12:01:12 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Mets: ERA=3.55 WHIP=1.232 IP=591.1 (23 relievers)
2026-05-05 12:01:12 | INFO     | pitching.analizar_pitchers          | Pitchers analizados: 15 partidos.
2026-05-05 12:01:12 | INFO     | main.main                           | Partidos válidos: 15 / 15
2026-05-05 12:01:12 | INFO     | main.main                           | Analizando ofensiva...
2026-05-05 12:01:15 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Detroit Tigers vsLHP: OPS pond.=0.707 (5/5 con split)
2026-05-05 12:01:17 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Boston Red Sox vsLHP: OPS pond.=0.76 (5/5 con split)
2026-05-05 12:01:17 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Detroit Tigers (vsLHP OPS=0.707 R/10=4.5 n_runs=0) | Boston Red Sox (vsLHP OPS=0.76 R/10=4.5 n_runs=0)
2026-05-05 12:01:19 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Tampa Bay Rays vsRHP: OPS pond.=0.756 (5/5 con split)
2026-05-05 12:01:22 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Toronto Blue Jays vsRHP: OPS pond.=0.767 (5/5 con split)
2026-05-05 12:01:22 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Tampa Bay Rays (vsRHP OPS=0.756 R/10=4.5 n_runs=0) | Toronto Blue Jays (vsRHP OPS=0.767 R/10=4.5 n_runs=0)
2026-05-05 12:01:24 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Philadelphia Phillies vsRHP: OPS pond.=0.765 (5/5 con split)
2026-05-05 12:01:26 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Athletics vsLHP: OPS pond.=0.719 (5/5 con split)
2026-05-05 12:01:26 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Philadelphia Phillies (vsRHP OPS=0.765 R/10=4.5 n_runs=0) | Athletics (vsLHP OPS=0.719 R/10=4.5 n_runs=0)
2026-05-05 12:01:29 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Miami Marlins vsRHP: OPS pond.=0.73 (5/5 con split)
2026-05-05 12:01:32 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Baltimore Orioles vsRHP: OPS pond.=0.749 (5/5 con split)
2026-05-05 12:01:32 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Miami Marlins (vsRHP OPS=0.73 R/10=4.5 n_runs=0) | Baltimore Orioles (vsRHP OPS=0.749 R/10=4.5 n_runs=0)
2026-05-05 12:01:34 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Washington Nationals vsRHP: OPS pond.=0.766 (5/5 con split)
2026-05-05 12:01:36 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Minnesota Twins vsRHP: OPS pond.=0.683 (5/5 con split)
2026-05-05 12:01:36 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Washington Nationals (vsRHP OPS=0.766 R/10=4.5 n_runs=0) | Minnesota Twins (vsRHP OPS=0.683 R/10=4.5 n_runs=0)
2026-05-05 12:01:38 | DEBUG    | offense.obtener_stats_ofensivas     | Offense New York Yankees vsRHP: OPS pond.=0.894 (5/5 con split)
2026-05-05 12:01:40 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Texas Rangers vsRHP: OPS pond.=0.799 (5/5 con split)
2026-05-05 12:01:40 | DEBUG    | offense.analizar_ofensiva           | OFFENSE New York Yankees (vsRHP OPS=0.894 R/10=4.5 n_runs=0) | Texas Rangers (vsRHP OPS=0.799 R/10=4.5 n_runs=0)
2026-05-05 12:01:43 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Chicago Cubs vsLHP: OPS pond.=0.776 (5/5 con split)
2026-05-05 12:01:45 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Cincinnati Reds vsRHP: OPS pond.=0.705 (5/5 con split)
2026-05-05 12:01:45 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Chicago Cubs (vsLHP OPS=0.776 R/10=4.5 n_runs=0) | Cincinnati Reds (vsRHP OPS=0.705 R/10=4.5 n_runs=0)
2026-05-05 12:01:47 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Kansas City Royals vsRHP: OPS pond.=0.682 (5/5 con split)
2026-05-05 12:01:49 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Cleveland Guardians vsRHP: OPS pond.=0.734 (5/5 con split)
2026-05-05 12:01:49 | DEBUG    | offense.analizar_ofensiva           | OFFENSE Kansas City Royals (vsRHP OPS=0.682 R/10=4.5 n_runs=0) | Cleveland Guardians (vsRHP OPS=0.734 R/10=4.5 n_runs=0)
2026-05-05 12:01:52 | DEBUG    | offense.obtener_stats_ofensivas     | Offense St. Louis Cardinals vsRHP: OPS pond.=0.871 (5/5 con split)
2026-05-05 12:01:54 | DEBUG    | offense.obtener_stats_ofensivas     | Offense Milwaukee Brewers vsRHP: OPS pond.=0.827 (5/5 con split)
