2026-08-31 12:00:08 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-08-31.log
2026-08-31 12:00:10 | INFO     | main.main                           | =======================================================
2026-08-31 12:00:10 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-08-31 12:00:10 | INFO     | main.main                           | =======================================================
2026-08-31 12:00:10 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-08-31 12:00:10 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-08-31 12:00:35 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-08-31 12:00:35 | INFO     | main.main                           | Analizando pitchers del día...
2026-08-31 14:07:20 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-08-31.log
2026-08-31 14:07:21 | INFO     | main.main                           | =======================================================
2026-08-31 14:07:21 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-08-31 14:07:21 | INFO     | main.main                           | =======================================================
2026-08-31 14:07:21 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-08-31 14:07:21 | INFO     | statcast.cargar_statcast            | Stats avanzadas desde caché (30 pitching, 30 batting).
2026-08-31 14:07:21 | INFO     | main.main                           | Analizando pitchers del día...
