2026-04-05 10:32:58 | INFO     | logger.configurar                   | Logger iniciado → logs\mlb_2026-04-05.log
2026-04-05 10:33:08 | INFO     | main.main                           | =======================================================
2026-04-05 10:33:08 | INFO     | main.main                           | Iniciando análisis de predicciones MLB
2026-04-05 10:33:08 | INFO     | main.main                           | =======================================================
2026-04-05 10:33:08 | INFO     | main.main                           | Cargando stats avanzadas (FIP, wRC+)...
2026-04-05 10:33:08 | INFO     | statcast.cargar_statcast            | Calculando FIP y stats avanzadas via MLB API (2026)...
2026-04-05 10:33:31 | INFO     | statcast.cargar_statcast            | 30 equipos cargados con stats avanzadas.
2026-04-05 10:33:31 | INFO     | main.main                           | Analizando pitchers del día...
2026-04-05 10:33:33 | DEBUG    | pitching.get_pitcher_stats          | Slade Cecconi: ERA temp=12.46 | ERA últ.1 sal.=13.171 | ERA efectiva=12.0
2026-04-05 10:33:34 | DEBUG    | pitching.get_pitcher_stats          | Edward Cabrera: ERA temp=0.0 | ERA últ.1 sal.=0.0 | ERA efectiva=0.5
2026-04-05 10:33:34 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cleveland Guardians: ERA=3.314 WHIP=1.208 IP=518.7 (13 relievers)
2026-04-05 10:33:35 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago Cubs: ERA=3.81 WHIP=1.218 IP=518.2 (20 relievers)
2026-04-05 10:33:36 | DEBUG    | pitching.get_pitcher_stats          | Parker Messick: ERA temp=0.0 | ERA últ.1 sal.=0.0 | ERA efectiva=0.5
2026-04-05 10:33:37 | DEBUG    | pitching.get_pitcher_stats          | Shota Imanaga: ERA temp=7.2 | ERA últ.1 sal.=7.2 | ERA efectiva=7.2
2026-04-05 10:33:39 | DEBUG    | pitching.get_pitcher_stats          | Foster Griffin: ERA temp=3.6 | ERA últ.1 sal.=3.6 | ERA efectiva=3.6
2026-04-05 10:33:39 | DEBUG    | pitching.get_pitcher_stats          | Roki Sasaki: ERA temp=2.25 | ERA últ.1 sal.=2.25 | ERA efectiva=2.25
2026-04-05 10:33:40 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Washington Nationals: ERA=5.903 WHIP=1.575 IP=504.2 (19 relievers)
2026-04-05 10:33:41 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Los Angeles Dodgers: ERA=4.244 WHIP=1.32 IP=625.8 (19 relievers)
2026-04-05 10:33:42 | DEBUG    | pitching.get_pitcher_stats          | Braxton Ashcraft: ERA temp=3.0 | ERA últ.1 sal.=3.0 | ERA efectiva=3.0
2026-04-05 10:33:43 | DEBUG    | pitching.get_pitcher_stats          | Chris Bassitt: ERA temp=8.31 | ERA últ.1 sal.=8.78 | ERA efectiva=8.498
2026-04-05 10:33:43 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Pittsburgh Pirates: ERA=3.906 WHIP=1.228 IP=436.9 (16 relievers)
2026-04-05 10:33:44 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Baltimore Orioles: ERA=4.257 WHIP=1.395 IP=560.5 (22 relievers)
2026-04-05 10:33:45 | DEBUG    | pitching.get_pitcher_stats          | Ranger Suarez: ERA temp=8.31 | ERA últ.1 sal.=8.78 | ERA efectiva=8.498
2026-04-05 10:33:46 | DEBUG    | pitching.get_pitcher_stats          | Walker Buehler: ERA temp=6.75 | ERA últ.1 sal.=6.75 | ERA efectiva=6.75
2026-04-05 10:33:47 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Boston Red Sox: ERA=3.247 WHIP=1.208 IP=529.2 (17 relievers)
2026-04-05 10:33:47 | DEBUG    | bullpen.obtener_bullpen             | Bullpen San Diego Padres: ERA=2.994 WHIP=1.159 IP=577.5 (14 relievers)
2026-04-05 10:33:48 | DEBUG    | pitching.get_pitcher_stats          | Max Fried: ERA temp=0.0 | ERA últ.2 sal.=0.0 | ERA efectiva=0.5
2026-04-05 10:33:49 | DEBUG    | pitching.get_pitcher_stats          | Chris Paddack: ERA temp=18.0 | ERA últ.1 sal.=18.0 | ERA efectiva=12.0
2026-04-05 10:33:50 | DEBUG    | bullpen.obtener_bullpen             | Bullpen New York Yankees: ERA=3.943 WHIP=1.255 IP=516.5 (16 relievers)
2026-04-05 10:33:50 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Miami Marlins: ERA=4.207 WHIP=1.328 IP=626.7 (17 relievers)
2026-04-05 10:33:51 | DEBUG    | pitching.get_pitcher_stats          | Simeon Woods Richardson: ERA temp=3.6 | ERA últ.1 sal.=3.6 | ERA efectiva=3.6
2026-04-05 10:33:52 | DEBUG    | pitching.get_pitcher_stats          | Nick Martinez: ERA temp=3.0 | ERA últ.1 sal.=3.0 | ERA efectiva=3.0
2026-04-05 10:33:53 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Minnesota Twins: ERA=4.658 WHIP=1.407 IP=550.9 (21 relievers)
2026-04-05 10:33:54 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Tampa Bay Rays: ERA=3.618 WHIP=1.215 IP=577.9 (18 relievers)
2026-04-05 10:33:54 | DEBUG    | pitching.get_pitcher_stats          | Davis Martin: ERA temp=5.4 | ERA últ.1 sal.=5.4 | ERA efectiva=5.4
2026-04-05 10:33:55 | DEBUG    | pitching.get_pitcher_stats          | Eric Lauer: ERA temp=3.38 | ERA últ.1 sal.=3.529 | ERA efectiva=3.44
2026-04-05 10:33:56 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Chicago White Sox: ERA=4.272 WHIP=1.411 IP=627.5 (17 relievers)
2026-04-05 10:33:57 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Toronto Blue Jays: ERA=3.963 WHIP=1.273 IP=535.7 (18 relievers)
2026-04-05 10:33:58 | DEBUG    | pitching.get_pitcher_stats          | Kris Bubic: ERA temp=1.5 | ERA últ.1 sal.=1.5 | ERA efectiva=1.5
2026-04-05 10:33:59 | DEBUG    | pitching.get_pitcher_stats          | Kyle Harrison: ERA temp=1.8 | ERA últ.1 sal.=1.8 | ERA efectiva=1.8
2026-04-05 10:33:59 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Kansas City Royals: ERA=3.507 WHIP=1.243 IP=553.3 (13 relievers)
2026-04-05 10:34:00 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Milwaukee Brewers: ERA=3.492 WHIP=1.256 IP=633.5 (20 relievers)
2026-04-05 10:34:01 | DEBUG    | pitching.get_pitcher_stats          | Jack Leiter: ERA temp=3.0 | ERA últ.1 sal.=3.0 | ERA efectiva=3.0
2026-04-05 10:34:02 | DEBUG    | pitching.get_pitcher_stats          | Chase Burns: ERA temp=0.0 | ERA últ.1 sal.=0.0 | ERA efectiva=0.5
2026-04-05 10:34:03 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Texas Rangers: ERA=3.466 WHIP=1.189 IP=571.9 (14 relievers)
2026-04-05 10:34:03 | DEBUG    | bullpen.obtener_bullpen             | Bullpen Cincinnati Reds: ERA=3.917 WHIP=1.299 IP=530.5 (15 relievers)
2026-04-05 10:34:04 | DEBUG    | pitching.get_pitcher_stats          | Tomoyuki Sugano: ERA temp=1.93 | ERA últ.1 sal.=2.143 | ERA efectiva=2.015
