start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,edge_ml,pick_rl,valor_rl,stake_pct_rl,edge_rl,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-06-03T17:40:00,Minnesota Twins,Chicago White Sox,Taj Bradley,Erick Fedde,4.587,4.777,0.4719,0.5281,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Chicago White Sox,-2.53,0.0,0.019,Chicago White Sox,-9.45,0.0,-0.057,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",77284803e3bb753f121e4c2b4a20ea8e,[],1.96,1.89,1.95,1.87,1.56,2.46,1.5,-1.5,0.0,0.0,0.98,Target Field,20.0,0.0
2026-06-03T22:40:00,Philadelphia Phillies,San Diego Padres,Cristopher Sánchez,Walker Buehler,4.058,2.739,0.7217,0.2783,8.0,Under,11.43,0.0,0.5834,0.6289,San Diego Padres,-7.2,0.0,-0.0446,San Diego Padres,1.02,0.0,0.0363,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",31eba8fe40243a3e0e029a8b9949d756,[],1.44,3.02,1.98,1.91,1.96,1.98,-1.5,1.5,0.0,0.0,1.01,Citizens Bank Park,20.0,0.0
2026-06-03T22:45:00,Boston Red Sox,Baltimore Orioles,Payton Tolle,Chris Bassitt,5.49,4.22,0.6779,0.3221,8.5,Over,14.03,0.0,0.6098,0.6336,Boston Red Sox,-2.56,0.0,0.0937,Boston Red Sox,2.24,0.0,0.0577,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",3ca053166f16be8d40c5adfe1a2bd8aa,[],1.68,2.36,1.87,2.06,2.38,1.65,-1.5,1.5,0.0,0.0,1.12,Fenway Park,20.0,0.0
2026-06-03T23:05:00,New York Yankees,Cleveland Guardians,Gerrit Cole,Gavin Williams,3.825,2.995,0.644,0.356,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,New York Yankees,3.82,0.0,0.0817,New York Yankees,0.32,0.0,0.0203,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",859f56a081b813c2f16240bc2687f241,[],1.79,2.3,2.03,1.85,2.64,1.57,-1.5,1.5,0.0,0.0,1.04,Yankee Stadium,20.0,0.0
2026-06-03T23:10:00,Cincinnati Reds,Kansas City Royals,Chase Burns,Stephen Kolek,4.206,4.191,0.5024,0.4976,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Kansas City Royals,5.01,0.0,0.0867,Kansas City Royals,-4.81,0.0,0.1159,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",682766eb5df9e22bd3689cd7ae59899b,[],1.66,2.38,2.03,1.93,2.34,1.67,-1.5,1.5,0.0,0.0,1.08,Great American Ball Park,20.0,0.0
2026-06-03T23:15:00,Atlanta Braves,Toronto Blue Jays,Grant Holmes,Patrick Corbin,4.187,4.057,0.5207,0.4793,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Toronto Blue Jays,1.47,0.0,0.0497,Toronto Blue Jays,-8.23,0.0,0.0827,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",7440e18762df663a2c7e8fe443772540,[],1.71,2.27,1.89,1.99,2.46,1.61,-1.5,1.5,0.0,0.0,1.03,Truist Park,20.0,0.0
2026-06-03T23:40:00,Milwaukee Brewers,San Francisco Giants,Robert Gasser,Logan Webb,4.603,4.497,0.516,0.484,8.0,Over,2.25,0.0,0.541,0.5574,San Francisco Giants,1.42,0.0,0.0354,Milwaukee Brewers,-7.76,0.0,-0.0595,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",2b93a316b12e1dddfcb752bed7aa43d6,[],1.79,2.2,1.89,2.0,2.58,1.57,-1.5,1.5,0.0,0.0,0.96,American Family Field,20.0,0.0
2026-06-03T23:45:00,St. Louis Cardinals,Texas Rangers,Andre Pallante,MacKenzie Gore,3.761,4.151,0.4367,0.5633,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Texas Rangers,3.65,0.0,0.0773,Texas Rangers,21.43,0.0,-0.1703,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",9fc40cd3ea77063176a73e678395da73,[],1.91,2.02,2.0,1.87,2.82,2.68,-1.5,-1.5,0.0,0.0,0.97,Busch Stadium,20.0,0.0
2026-06-04T00:05:00,Chicago Cubs,Athletics,Colin Rea,Jeffrey Springs,5.067,5.13,0.4911,0.5089,8.5,Over,16.56,1.0,0.62,0.6889,Athletics,2.94,0.0,0.0631,Chicago Cubs,-9.27,0.0,-0.0691,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",54b22c486dccf3bc503a2b33ec17f157,[],1.77,2.2,1.88,2.0,2.56,1.56,-1.5,1.5,0.0,0.0,1.05,Wrigley Field,20.0,0.0
2026-06-04T00:10:00,Houston Astros,Pittsburgh Pirates,Spencer Arrighetti,Paul Skenes,4.256,3.677,0.5934,0.4066,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Houston Astros,10.42,0.0,0.1612,Houston Astros,-0.82,0.0,0.2151,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",0823b4e80b16060db3aba85b41348d18,[],2.26,1.72,2.0,1.87,1.74,2.2,1.5,-1.5,0.0,0.0,1.0,Daikin Park,20.0,0.0
