start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-03-31T22:35:00,Baltimore Orioles,Texas Rangers,Zach Eflin,Jacob deGrom,4.179,3.622,0.136,0.864,8.0,Sin ventaja clara,0.0,0.0,Texas Rangers,69.28,5.0,Texas Rangers,126.28,5.0,Ninguno,1.89,1.96,2.0,1.95,1.54,2.62,5.0,5.0,0.95
2026-03-31T22:40:00,Cincinnati Reds,Pittsburgh Pirates,Brandon Williamson,Bubba Chandler,4.73,6.647,,,7.5,Over,75.91,5.0,Pittsburgh Pirates,,,Pittsburgh Pirates,,,TOTAL: Over,2.45,1.64,2.0,1.88,1.85,2.12,,,1.08
2026-03-31T22:40:00,Philadelphia Phillies,Washington Nationals,Andrew Painter,PJ Poulin,4.379,3.5,0.525,0.475,8.5,Sin ventaja clara,0.0,0.0,Washington Nationals,54.32,5.0,Philadelphia Phillies,-1.79,0.0,Ninguno,1.4,3.25,2.05,1.98,1.87,2.04,5.0,0.0,1.01
2026-03-31T22:40:00,Miami Marlins,Chicago White Sox,Janson Junk,Erick Fedde,5.724,3.194,0.313,0.687,7.5,Over,29.95,5.0,Chicago White Sox,64.82,5.0,Chicago White Sox,10.57,5.0,TOTAL: Over,1.69,2.4,1.95,2.0,2.46,1.61,5.0,5.0,0.92
2026-03-31T23:07:00,Toronto Blue Jays,Colorado Rockies,Max Scherzer,Ryan Feltner,5.288,2.646,0.541,0.459,7.5,Sin ventaja clara,0.0,0.0,Colorado Rockies,57.93,5.0,Toronto Blue Jays,-1.02,0.0,Ninguno,1.36,3.44,2.06,1.97,1.83,2.16,5.0,0.0,0.98
2026-03-31T23:15:00,Atlanta Braves,Athletics,José Suarez,Aaron Civale,5.017,4.567,0.993,0.007,8.0,Over,20.6,5.0,Atlanta Braves,48.88,5.0,Atlanta Braves,103.47,5.0,RL: Atlanta Braves,1.5,2.8,1.95,1.95,2.05,1.89,5.0,5.0,1.03
2026-03-31T23:40:00,Chicago Cubs,Los Angeles Angels,Jameson Taillon,José Soriano,4.36,5.164,0.412,0.588,6.5,Over,63.19,5.0,Los Angeles Angels,43.98,5.0,Los Angeles Angels,-8.91,0.0,TOTAL: Over,1.62,2.45,1.95,1.91,2.58,1.55,5.0,0.0,1.05
2026-03-31T23:40:00,Milwaukee Brewers,Tampa Bay Rays,Brandon Woodruff,Shane McClanahan,5.684,4.649,0.394,0.606,7.0,Over,57.62,5.0,Tampa Bay Rays,37.64,5.0,Tampa Bay Rays,-3.59,0.0,TOTAL: Over,1.74,2.27,1.95,1.98,2.75,1.59,5.0,0.0,0.96
2026-03-31T23:45:00,St. Louis Cardinals,New York Mets,Andre Pallante,Kodai Senga,3.715,4.276,0.185,0.815,8.0,Sin ventaja clara,0.0,0.0,New York Mets,32.91,5.0,New York Mets,71.23,5.0,Ninguno,2.47,1.63,2.01,2.0,1.85,2.1,5.0,5.0,0.97
2026-04-01T00:10:00,Houston Astros,Boston Red Sox,Hunter Brown,Brayan Bello,8.543,3.457,0.0,1.0,7.0,Over,83.92,5.0,Boston Red Sox,70.96,5.0,Boston Red Sox,127.95,5.0,TOTAL: Over,2.34,1.71,2.02,2.0,1.72,2.28,5.0,5.0,1.06
2026-04-01T01:40:00,Arizona Diamondbacks,Detroit Tigers,Brandon Pfaadt,Casey Mize,3.409,5.257,0.937,0.063,7.5,Over,27.11,5.0,Arizona Diamondbacks,128.7,5.0,Arizona Diamondbacks,70.59,5.0,ML: Arizona Diamondbacks,2.44,1.6,2.0,1.98,1.82,2.05,5.0,5.0,1.02
2026-04-01T01:40:00,San Diego Padres,San Francisco Giants,Germán Márquez,Logan Webb,4.03,5.433,,,8.0,Over,17.7,5.0,San Francisco Giants,,,San Francisco Giants,,,TOTAL: Over,1.69,2.34,1.95,1.92,2.5,1.62,,,1.0
2026-04-01T01:40:00,Seattle Mariners,New York Yankees,Logan Gilbert,Max Fried,3.069,4.0,0.912,0.088,7.5,Sin ventaja clara,0.0,0.0,Seattle Mariners,70.55,5.0,Seattle Mariners,155.37,5.0,ML: Seattle Mariners,1.87,2.05,2.03,2.07,2.8,2.8,5.0,5.0,0.94
2026-04-01T02:10:00,Los Angeles Dodgers,Cleveland Guardians,Shohei Ohtani,Tanner Bibee,4.665,3.193,0.131,0.869,8.0,Sin ventaja clara,0.0,0.0,Cleveland Guardians,184.31,5.0,Cleveland Guardians,79.11,5.0,Ninguno,1.4,3.27,2.05,1.98,1.87,2.06,5.0,5.0,1.01
