start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-04-25T16:05:00,Baltimore Orioles,Boston Red Sox,Trevor Rogers,Garrett Crochet,6.179,4.363,0.655,0.345,7.0,Over,69.89,5.0,Baltimore Orioles,19.86,5.0,Baltimore Orioles,46.8,5.0,TOTAL: Over,1.83,2.13,2.06,2.05,2.75,2.8,5.0,5.0,0.98
2026-04-25T18:15:00,St. Louis Cardinals,Seattle Mariners,Matthew Liberatore,Bryan Woo,3.147,4.413,0.258,0.742,7.5,Sin ventaja clara,0.0,0.0,Seattle Mariners,26.88,5.0,Seattle Mariners,1.4,0.58,ML: Seattle Mariners,2.27,1.71,1.95,1.94,1.75,2.2,5.0,0.58,0.951
2026-04-25T19:07:00,Toronto Blue Jays,Cleveland Guardians,Kevin Gausman,Joey Cantillo,3.851,3.705,0.447,0.553,7.5,Sin ventaja clara,0.0,0.0,Cleveland Guardians,25.53,5.0,Toronto Blue Jays,-21.74,0.0,ML: Cleveland Guardians,1.71,2.27,2.0,2.02,2.55,1.6,5.0,0.0,0.98
2026-04-25T20:05:00,San Francisco Giants,Miami Marlins,Robbie Ray,Eury Pérez,3.379,3.5,0.4044,0.5956,7.5,Sin ventaja clara,0.0,0.0,Miami Marlins,22.1,5.0,Miami Marlins,-20.4,0.0,ML: Miami Marlins,1.91,2.05,1.95,1.92,2.85,2.7,5.0,0.0,0.911
2026-04-25T20:10:00,Tampa Bay Rays,Minnesota Twins,Shane McClanahan,Bailey Ober,3.844,4.652,0.3252,0.6748,8.0,Sin ventaja clara,0.0,0.0,Minnesota Twins,46.43,5.0,Minnesota Twins,-37.29,0.0,ML: Minnesota Twins,1.78,2.17,2.0,2.07,2.6,1.56,5.0,0.0,0.91
2026-04-25T20:10:00,Chicago White Sox,Washington Nationals,Noah Schultz,Jake Irvin,5.838,4.727,0.5725,0.4275,8.0,Over,45.42,5.0,Chicago White Sox,-0.39,0.0,Chicago White Sox,12.07,4.02,TOTAL: Over,1.74,2.24,2.0,1.99,2.5,1.61,0.0,4.02,0.98
2026-04-25T22:05:00,Arizona Diamondbacks,San Diego Padres,Zac Gallen,Germán Márquez,3.352,4.289,0.2996,0.7004,15.5,Under,91.68,5.0,San Diego Padres,40.78,5.0,San Diego Padres,-0.54,0.0,TOTAL: Under,1.9,2.01,1.98,1.94,2.5,2.4,5.0,0.0,0.98
2026-04-25T23:05:00,Texas Rangers,Athletics,MacKenzie Gore,Jeffrey Springs,5.04,4.563,0.4956,0.5044,8.0,Over,20.43,5.0,Athletics,9.96,4.22,Texas Rangers,-0.86,0.0,TOTAL: Over,1.77,2.18,1.94,1.93,2.7,1.54,4.22,0.0,1.078
2026-04-25T23:10:00,Kansas City Royals,Los Angeles Angels,Cole Ragans,Walbert Urena,3.512,5.021,0.2436,0.7564,8.5,Sin ventaja clara,0.0,0.0,Los Angeles Angels,77.75,5.0,Los Angeles Angels,-19.04,0.0,Ninguno,1.7,2.35,1.87,2.0,2.4,1.63,5.0,0.0,0.97
2026-04-25T23:10:00,Houston Astros,New York Yankees,Mike Burrows,Ryan Weathers,3.802,5.935,0.1969,0.8031,9.0,Sin ventaja clara,0.0,0.0,New York Yankees,34.92,5.0,New York Yankees,20.92,5.0,RL: New York Yankees,2.35,1.68,1.87,2.02,1.85,2.1,5.0,5.0,0.98
2026-04-25T23:10:00,Milwaukee Brewers,Pittsburgh Pirates,Jacob Misiorowski,Mitch Keller,3.675,3.738,0.4163,0.5837,8.0,Sin ventaja clara,0.0,0.0,Pittsburgh Pirates,29.58,5.0,Pittsburgh Pirates,-53.75,0.0,ML: Pittsburgh Pirates,1.74,2.22,1.93,1.95,2.65,1.57,5.0,0.0,0.941
2026-04-25T23:15:00,Cincinnati Reds,Detroit Tigers,Brady Singer,Jack Flaherty,3.314,5.32,0.194,0.806,9.5,Under,-5.61,0.0,Detroit Tigers,57.17,5.0,Detroit Tigers,40.95,5.0,ML: Detroit Tigers,1.95,1.95,2.02,1.87,1.61,2.5,5.0,5.0,1.058
2026-04-25T23:15:00,Los Angeles Dodgers,Chicago Cubs,Roki Sasaki,Colin Rea,4.116,5.552,0.2651,0.7349,9.5,Sin ventaja clara,0.0,0.0,Chicago Cubs,61.68,5.0,Chicago Cubs,-21.98,0.0,ML: Chicago Cubs,1.79,2.2,2.03,1.87,2.55,1.6,5.0,0.0,0.98
