start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-04-20T15:10:00,Boston Red Sox,Detroit Tigers,Sonny Gray,Jack Flaherty,3.719,5.087,0.543,0.457,8.5,Sin ventaja clara,0.0,0.0,Boston Red Sox,7.96,4.02,Boston Red Sox,-13.2,0.0,ML: Boston Red Sox,1.99,1.93,1.98,1.93,1.6,2.46,4.02,0.0,1.12
2026-04-20T22:10:00,Cleveland Guardians,Houston Astros,Slade Cecconi,Spencer Arrighetti,3.671,4.521,0.775,0.225,7.0,Over,16.42,5.0,Cleveland Guardians,44.2,5.0,Cleveland Guardians,117.07,5.0,ML: Cleveland Guardians,1.86,2.07,2.03,2.1,2.8,2.7,5.0,5.0,0.97
2026-04-20T22:40:00,Tampa Bay Rays,Cincinnati Reds,Jesse Scholtens,Rhett Lowder,3.999,3.835,0.167,0.833,8.0,Sin ventaja clara,0.0,0.0,Cincinnati Reds,72.45,5.0,Cincinnati Reds,124.93,5.0,Ninguno,1.85,2.07,1.95,1.96,2.76,2.7,5.0,5.0,0.91
2026-04-20T22:40:00,Miami Marlins,St. Louis Cardinals,Max Meyer,Michael McGreevy,4.089,4.048,0.626,0.374,8.5,Sin ventaja clara,0.0,0.0,Miami Marlins,11.41,5.0,Miami Marlins,62.73,5.0,ML: Miami Marlins,1.78,2.18,1.91,2.01,2.6,1.57,5.0,5.0,0.92
2026-04-20T22:45:00,Washington Nationals,Atlanta Braves,Jake Irvin,Bryce Elder,2.996,6.741,0.883,0.117,8.0,Over,21.63,5.0,Washington Nationals,112.03,5.0,Washington Nationals,59.02,5.0,ML: Washington Nationals,2.4,1.68,1.91,1.98,1.8,2.18,5.0,5.0,0.96
2026-04-20T23:40:00,Kansas City Royals,Baltimore Orioles,Seth Lugo,Kyle Bradish,4.601,3.629,0.111,0.889,9.0,Sin ventaja clara,0.0,0.0,Baltimore Orioles,71.67,5.0,Baltimore Orioles,118.81,5.0,Ninguno,1.99,1.93,2.02,1.88,1.61,2.46,5.0,5.0,0.99
2026-04-20T23:40:00,Chicago Cubs,Philadelphia Phillies,Colin Rea,Aaron Nola,4.396,3.806,0.397,0.603,7.5,Sin ventaja clara,0.0,0.0,Philadelphia Phillies,20.05,5.0,Philadelphia Phillies,62.88,5.0,Ninguno,1.92,1.99,1.88,2.0,2.92,2.7,5.0,5.0,1.05
2026-04-21T00:40:00,Colorado Rockies,Los Angeles Dodgers,Jose Quintana,Justin Wrobleski,4.142,8.658,0.784,0.216,11.5,Over,20.86,5.0,Colorado Rockies,130.37,5.0,Colorado Rockies,81.79,5.0,RL: Colorado Rockies,2.94,1.48,1.93,1.98,2.32,2.01,5.0,5.0,1.34
2026-04-21T01:38:00,Los Angeles Angels,Toronto Blue Jays,Reid Detmers,Dylan Cease,3.493,4.113,0.613,0.387,8.0,Sin ventaja clara,0.0,0.0,Los Angeles Angels,24.45,5.0,Los Angeles Angels,-0.68,0.0,ML: Los Angeles Angels,2.03,1.88,2.0,1.98,1.62,2.46,5.0,0.0,1.0
2026-04-21T01:40:00,Seattle Mariners,Athletics,Emerson Hancock,J.T. Ginn,4.016,2.916,0.343,0.657,8.0,Under,20.55,5.0,Athletics,49.7,5.0,Athletics,6.37,5.0,TOTAL: Under,1.73,2.28,2.05,1.98,2.42,1.62,5.0,5.0,0.94
