start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,edge_ml,pick_rl,valor_rl,stake_pct_rl,edge_rl,stake_pct_recomendado,staking_model,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-09-05T20:10:00,New York Mets,San Francisco Giants,Zac Thornton,Anthony Molina,3.547,4.031,0.4197,0.5803,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,San Francisco Giants,12.17,0.0,0.1616,San Francisco Giants,-6.52,0.0,0.1733,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",756b1fa5fc5aae0f6173b45c15d5e49f,[],1.7,2.36,2.0,1.93,2.41,1.64,-1.5,1.5,0.0,0.0,0.95,Citi Field,20.0,0.0
2026-09-05T20:10:00,Miami Marlins,Chicago Cubs,Ryan Gusto,Javier Assad,4.12,4.368,0.4612,0.5388,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Miami Marlins,0.04,0.0,0.0316,Miami Marlins,-0.25,0.0,0.1129,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",109d31adb57ca2a65a0e61f6bc9ad6c7,[],2.27,1.71,1.88,1.98,1.75,2.2,1.5,-1.5,0.0,0.0,0.92,loanDepot park,20.0,0.0
2026-09-05T22:05:00,Philadelphia Phillies,Atlanta Braves,Zack Wheeler,Martín Pérez,4.206,4.346,0.4782,0.5218,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Atlanta Braves,-0.65,0.0,0.0269,Philadelphia Phillies,15.8,0.0,-0.1882,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",e615304e9c8bbe51f395e5baf369353a,[],1.93,1.97,1.91,2.01,2.85,2.55,-1.5,-1.5,0.0,0.0,1.01,Citizens Bank Park,20.0,0.0
2026-09-05T22:10:00,Cleveland Guardians,Detroit Tigers,Parker Messick,Framber Valdez,3.888,3.39,0.5845,0.4155,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Detroit Tigers,-1.26,0.0,0.0116,Detroit Tigers,-4.24,0.0,0.0654,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",f864d689c5ac704d8c9a644afb516e5a,[],1.64,2.42,1.93,1.96,2.36,1.68,-1.5,1.5,0.0,0.0,0.97,Progressive Field,20.0,0.0
2026-09-05T22:40:00,Pittsburgh Pirates,Los Angeles Angels,Braxton Ashcraft,Yusei Kikuchi,4.496,3.646,0.6337,0.3663,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Los Angeles Angels,-1.68,0.0,0.0055,Los Angeles Angels,0.46,0.0,0.0462,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",739d53b2d2899aaf9a833b48ae636d03,[],1.53,2.71,2.0,1.93,2.16,1.78,-1.5,1.5,0.0,0.0,0.94,PNC Park,20.0,0.0
2026-09-05T22:40:00,Cincinnati Reds,Milwaukee Brewers,Andrew Abbott,Dustin May,5.78,6.137,0.4539,0.5461,9.0,Over,27.1,1.0,0.62,0.7503,Cincinnati Reds,1.06,0.0,0.0395,Cincinnati Reds,4.14,0.0,0.1064,1,IntegerPercentStaking,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",7ebaf13916efa137bac4a274d53d01ed,[],2.36,1.67,2.05,1.88,1.85,2.05,1.5,-1.5,0.0,0.0,1.08,Great American Ball Park,20.0,0.0
2026-09-05T23:05:00,Baltimore Orioles,Boston Red Sox,Chris Bassitt,Sonny Gray,3.551,4.844,0.3049,0.6951,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Boston Red Sox,2.08,0.0,0.1395,Boston Red Sox,0.52,0.0,0.0375,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",27dbceeb05fa78d858bc4c8e0fce75ba,[],2.2,1.76,1.96,1.91,1.71,2.27,1.5,-1.5,0.0,0.0,1.0,Oriole Park at Camden Yards,20.0,0.0
2026-09-05T23:05:00,Texas Rangers,Tampa Bay Rays,Jacob deGrom,Drew Rasmussen,4.047,5.097,0.3464,0.6536,7.5,Over,19.04,1.0,0.62,0.6927,Tampa Bay Rays,7.55,1.25,0.1614,Tampa Bay Rays,3.85,0.0,0.0696,1,IntegerPercentStaking,Ninguno,descartado,limite_picks_diarios,"home_runs_recent_missing,away_runs_recent_missing",c0d390a487adbc676467b156b561e0f0,[],1.9,1.96,1.92,1.94,1.54,2.65,1.5,-1.5,1.25,0.0,1.1,Globe Life Field,20.0,0.0
2026-09-05T23:10:00,Kansas City Royals,Toronto Blue Jays,Seth Lugo,Max Scherzer,4.5,5.314,0.3842,0.6158,9.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Toronto Blue Jays,2.64,0.0,0.0938,Toronto Blue Jays,-1.77,0.0,0.0012,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",d545cab19c6dbf61ef08fc9c481877f8,[],2.02,1.85,1.87,2.02,1.66,2.4,1.5,-1.5,0.0,0.0,0.99,Kauffman Stadium,20.0,0.0
2026-09-05T23:10:00,Chicago White Sox,Minnesota Twins,Anthony Kay,Taj Bradley,4.654,5.639,0.3644,0.6356,8.5,Over,23.62,1.0,0.6181,0.6992,Minnesota Twins,12.65,0.0,0.2041,Minnesota Twins,-7.66,0.0,0.1766,1,IntegerPercentStaking,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",855005fb1370a5252daf5699bd5fce84,[],1.7,2.24,2.0,1.89,2.5,1.62,-1.5,1.5,0.0,0.0,1.0,Rate Field,20.0,0.0
