start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,edge_ml,pick_rl,valor_rl,stake_pct_rl,edge_rl,stake_pct_recomendado,staking_model,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-06-05T18:20:00,Chicago Cubs,San Francisco Giants,Edward Cabrera,Robbie Ray,4.766,5.882,0.35,0.65,14.5,Under,20.28,0.0,0.62,0.8128,Chicago Cubs,343.3,0.0,0.3184,Chicago Cubs,22.55,0.0,0.5183,1,IntegerPercentStaking,Ninguno,descartado,movimiento_contradice,"home_runs_recent_missing,away_runs_recent_missing",c482750265f6c9f18fd75cadd8a212f7,[],31.0,1.01,1.98,1.94,2.15,1.8,7.5,-7.5,0.0,0.0,1.05,Wrigley Field,20.0,0.0
2026-06-05T22:40:00,Detroit Tigers,Seattle Mariners,Framber Valdez,Bryan Woo,3.297,4.088,0.3684,0.6316,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Seattle Mariners,4.69,0.0,0.1011,Seattle Mariners,-3.71,0.0,-0.0089,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",61be630678b155cf69cedc7df6691776,[],2.09,1.85,1.88,1.99,1.62,2.42,1.5,-1.5,0.0,0.0,0.93,Comerica Park,20.0,0.0
2026-06-05T22:40:00,Philadelphia Phillies,Chicago White Sox,Jesús Luzardo,Anthony Kay,3.875,4.007,0.4784,0.5216,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Chicago White Sox,11.67,0.0,0.1517,Chicago White Sox,1.46,0.0,0.1774,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",66ea890e18af0833c92b1b73b4f70b31,[],1.55,2.64,1.93,1.93,2.14,1.78,-1.5,1.5,0.0,0.0,1.01,Citizens Bank Park,20.0,0.0
2026-06-05T23:05:00,New York Yankees,Boston Red Sox,Ryan Weathers,Sonny Gray,4.083,4.253,0.4731,0.5269,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Boston Red Sox,5.26,0.0,0.0973,Boston Red Sox,-8.23,0.0,0.1156,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",ff5101661dae20bbc5596f819b19aa91,[],1.71,2.27,1.92,1.96,2.48,1.61,-1.5,1.5,0.0,0.0,1.04,Yankee Stadium,20.0,0.0
2026-06-05T23:07:00,Toronto Blue Jays,Baltimore Orioles,Trey Yesavage,Brandon Young,3.904,3.563,0.5573,0.4427,8.5,Under,1.95,0.0,0.5149,0.5295,Baltimore Orioles,-0.82,0.0,0.0177,Baltimore Orioles,-6.52,0.0,0.0746,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",13b67b1c59ce70e7e4910ab5e9bd5368,[],1.7,2.3,1.91,1.98,2.4,1.64,-1.5,1.5,0.0,0.0,0.98,Rogers Centre,20.0,0.0
2026-06-05T23:10:00,Miami Marlins,Tampa Bay Rays,Ryan Gusto,Drew Rasmussen,3.882,5.966,0.2264,0.7736,7.5,Over,15.94,1.0,0.62,0.7658,Tampa Bay Rays,0.34,0.0,0.2083,Tampa Bay Rays,8.51,0.0,0.1423,1,IntegerPercentStaking,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",3017532baf3b1684dbd61a6fe522963f,[],2.25,1.73,1.87,2.02,1.7,2.27,1.5,-1.5,0.0,0.0,0.92,loanDepot park,20.0,0.0
2026-06-05T23:15:00,Atlanta Braves,Pittsburgh Pirates,Martín Pérez,Mitch Keller,5.064,4.313,0.6097,0.3903,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Atlanta Braves,-1.4,0.0,0.0347,Atlanta Braves,-2.31,0.0,0.0043,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",0337473e55cde0d4fc1639b00f3693bb,[],1.7,2.3,2.03,1.87,2.46,1.61,-1.5,1.5,0.0,0.0,1.03,Truist Park,20.0,0.0
2026-06-06T00:10:00,Houston Astros,Athletics,Peter Lambert,Jack Perkins,5.382,4.968,0.5578,0.4422,9.0,Over,10.61,0.0,0.5449,0.585,Houston Astros,1.89,0.0,0.0502,Houston Astros,-10.51,0.0,0.105,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",1d8a9b26dd1f22bf40d5e49211afaad6,[],1.94,2.0,2.03,1.87,1.57,2.58,1.5,-1.5,0.0,0.0,1.0,Daikin Park,20.0,0.0
2026-06-06T00:15:00,St. Louis Cardinals,Cincinnati Reds,Kyle Leahy,Brady Singer,5.765,4.252,0.7055,0.2945,9.0,Over,1.57,0.0,0.5318,0.5442,St. Louis Cardinals,0.92,0.0,0.1427,St. Louis Cardinals,7.25,0.0,0.1066,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",1d544da1be60c459ec6d6c8163cc9ff8,[],1.74,2.24,1.91,2.0,2.5,1.61,-1.5,1.5,0.0,0.0,0.97,Busch Stadium,20.0,0.0
2026-06-06T00:15:00,Texas Rangers,Cleveland Guardians,Kumar Rocker,Parker Messick,3.603,4.177,0.4064,0.5936,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Cleveland Guardians,1.32,0.0,0.0567,Cleveland Guardians,-4.79,0.0,-0.0403,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",a7d8743870a8d7fb01aed50a9fc46f88,[],2.11,1.82,1.93,1.93,1.66,2.43,1.5,-1.5,0.0,0.0,1.1,Globe Life Field,20.0,0.0
2026-06-06T00:15:00,Minnesota Twins,Kansas City Royals,Zebby Matthews,Michael Wacha,4.204,4.873,0.4002,0.5998,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Kansas City Royals,5.82,0.0,0.1087,Kansas City Royals,25.24,0.0,-0.1223,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",be13ae41e6022b172e8564f73444cce6,[],1.93,2.0,1.95,1.95,2.79,2.68,-1.5,-1.5,0.0,0.0,0.98,Target Field,20.0,0.0
2026-06-06T00:40:00,Colorado Rockies,Milwaukee Brewers,Ryan Feltner,Brandon Sproat,6.68,6.657,0.5028,0.4972,12.0,Over,10.35,0.0,0.5573,0.5734,Colorado Rockies,4.17,0.0,0.0828,Colorado Rockies,6.5,1.0,0.1493,1,IntegerPercentStaking,RL: Colorado Rockies,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",eb17640885894253c1069e2e9233ea65,[],2.32,1.68,1.98,1.89,1.88,1.99,1.5,-1.5,0.0,1.25,1.34,Coors Field,20.0,0.0
2026-06-06T01:40:00,Arizona Diamondbacks,Washington Nationals,Merrill Kelly,Foster Griffin,5.088,4.975,0.5161,0.4839,9.0,Over,5.12,0.0,0.5256,0.5499,Washington Nationals,0.32,0.0,0.0333,Arizona Diamondbacks,-6.27,0.0,-0.0499,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",3154fee42c445f5f90ad1da53cfefedb,[],1.78,2.17,2.0,1.89,2.6,1.58,-1.5,1.5,0.0,0.0,1.02,Chase Field,20.0,0.0
2026-06-06T01:40:00,San Diego Padres,New York Mets,Michael King,Christian Scott,3.292,3.7,0.429,0.571,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,New York Mets,6.32,0.0,0.1141,New York Mets,-14.5,0.0,0.122,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",b84d12d6466a2f541ef74605bc5f53c6,[],1.8,2.14,2.1,1.83,2.75,1.5,-1.5,1.5,0.0,0.0,1.0,Petco Park,20.0,0.0
