start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,edge_ml,pick_rl,valor_rl,stake_pct_rl,edge_rl,stake_pct_recomendado,staking_model,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-09-08T22:35:00,Baltimore Orioles,Cleveland Guardians,Brandon Young,Tanner Bibee,4.604,4.434,0.5257,0.4743,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Baltimore Orioles,-0.24,0.0,0.0257,Baltimore Orioles,-10.51,0.0,0.0959,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",d618d7800fcb9ab31497c22ecb2120af,[],1.96,1.96,2.03,1.85,1.57,2.54,1.5,-1.5,0.0,0.0,1.0,Oriole Park at Camden Yards,20.0,0.0
2026-09-08T22:40:00,Detroit Tigers,Minnesota Twins,Drew Anderson,Dean Kremer,5.08,3.734,0.6974,0.3026,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Detroit Tigers,4.98,0.0,0.151,Detroit Tigers,8.42,0.0,0.104,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",3fdcf1fc18b369e071964b94abe0e5fe,[],1.81,2.18,1.93,1.98,2.66,1.57,-1.5,1.5,0.0,0.0,0.93,Comerica Park,20.0,0.0
2026-09-08T22:40:00,Philadelphia Phillies,Houston Astros,Andrew Painter,Hayden Wesneski,4.005,4.694,0.3948,0.6052,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Houston Astros,14.38,0.0,0.1978,Houston Astros,-4.81,0.0,0.1897,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",f1963b019550753f962dfa7a7fa3e781,[],1.65,2.4,1.91,2.0,2.35,1.67,-1.5,1.5,0.0,0.0,1.01,Citizens Bank Park,20.0,0.0
2026-09-08T22:40:00,Miami Marlins,New York Mets,Sandy Alcantara,Sean Manaea,4.85,4.498,0.5521,0.4479,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Miami Marlins,-1.22,0.0,0.0189,Miami Marlins,19.73,0.0,-0.1533,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",8dafff0a0578488c760ea460e1e6f7b3,[],1.83,2.09,1.88,1.98,2.66,2.7,-1.5,-1.5,0.0,0.0,0.92,loanDepot park,20.0,0.0
2026-09-08T22:45:00,Boston Red Sox,Los Angeles Angels,Patrick Sandoval,Reid Detmers,4.36,4.587,0.4655,0.5345,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Los Angeles Angels,16.41,0.0,0.1873,Los Angeles Angels,7.73,0.0,0.2047,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",c8513bd1ec6dd659d64e9c17052f4c9d,[],1.5,2.82,1.88,1.98,2.02,1.89,-1.5,1.5,0.0,0.0,1.12,Fenway Park,20.0,0.0
2026-09-08T23:05:00,New York Yankees,Colorado Rockies,Cam Schlittler,Gabriel Hughes,5.472,3.397,0.7862,0.2138,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Colorado Rockies,-13.2,0.0,-0.1019,New York Yankees,1.84,0.0,0.065,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",163a7ada5c294169bddfad332af498ef,[],1.43,3.1,1.93,1.98,1.92,1.98,-1.5,1.5,0.0,0.0,1.04,Yankee Stadium,20.0,0.0
2026-09-08T23:15:00,Atlanta Braves,Tampa Bay Rays,AJ Smith-Shawver,Freddy Peralta,4.073,6.359,0.2127,0.7873,8.5,Over,20.9,1.0,0.62,0.7137,Tampa Bay Rays,18.32,0.0,0.3051,Tampa Bay Rays,43.99,0.0,0.0924,1,IntegerPercentStaking,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",cd4dc96755ca32cc907956934a4f2fcb,[],1.9,2.04,1.95,1.93,2.71,2.7,-1.5,-1.5,0.0,0.0,1.03,Truist Park,20.0,0.0
2026-09-08T23:40:00,Kansas City Royals,Arizona Diamondbacks,Michael Wacha,Corbin Burnes,3.443,3.836,0.4331,0.5669,8.5,Under,6.92,0.0,0.5267,0.5572,Arizona Diamondbacks,1.4,0.0,0.0554,Arizona Diamondbacks,-6.07,0.0,-0.0518,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",01ff759b99c1daf7fe8fbee28fd97362,[],2.0,1.91,1.85,2.03,1.61,2.54,1.5,-1.5,0.0,0.0,0.99,Kauffman Stadium,20.0,0.0
2026-09-08T23:40:00,Chicago White Sox,Pittsburgh Pirates,Sean Burke,Bubba Chandler,4.2,5.314,0.341,0.659,8.0,Over,8.13,0.0,0.5721,0.6099,Pittsburgh Pirates,17.88,0.0,0.2421,Pittsburgh Pirates,-7.66,0.0,0.2018,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",ba3b6f3389f7c7505df2444dceae8938,[],1.68,2.35,1.89,1.97,2.46,1.62,-1.5,1.5,0.0,0.0,1.0,Rate Field,20.0,0.0
2026-09-08T23:40:00,Milwaukee Brewers,Chicago Cubs,Jacob Misiorowski,David Peterson,5.373,3.771,0.7265,0.2735,8.0,Over,5.77,0.0,0.5342,0.5632,Milwaukee Brewers,3.24,0.0,0.1771,Milwaukee Brewers,10.04,0.0,0.1379,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",df53cc747b6ef1e7688d8595a1d6aec6,[],1.78,2.17,1.98,1.88,2.62,1.55,-1.5,1.5,0.0,0.0,0.96,American Family Field,20.0,0.0
