start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,edge_ml,pick_rl,valor_rl,stake_pct_rl,edge_rl,stake_pct_recomendado,staking_model,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-06-10T17:10:00,Tampa Bay Rays,Boston Red Sox,Drew Rasmussen,Jake Bennett,3.819,3.406,0.5706,0.4294,4.5,Over,9.12,0.0,0.62,0.8466,Boston Red Sox,41.54,0.0,0.2459,Boston Red Sox,12.86,0.0,0.2287,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",891e69457152c080ffcc21c7d270d496,[],1.18,5.25,1.76,2.15,1.68,2.2,-1.5,1.5,0.0,0.0,0.91,Tropicana Field,20.0,0.0
2026-06-10T17:10:00,Cleveland Guardians,New York Yankees,Parker Messick,Carlos Rodón,3.315,3.891,0.4019,0.5981,8.5,Under,12.77,0.0,0.5197,0.568,Cleveland Guardians,8.93,0.0,0.0945,Cleveland Guardians,10.19,0.0,0.1766,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",4c66d2e13ce50dd60d19e8cff8bbd7c8,[],3.2,1.42,1.71,2.17,2.1,1.81,1.5,-1.5,0.0,0.0,0.97,Progressive Field,20.0,0.0
2026-06-10T19:45:00,San Francisco Giants,Washington Nationals,Robbie Ray,Foster Griffin,4.315,4.123,0.5302,0.4698,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,San Francisco Giants,-0.33,0.0,0.0213,San Francisco Giants,19.77,0.0,-0.1571,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",c36bdb8231822ee0f1da32b6be40b9b0,[],1.93,2.0,1.98,1.93,2.82,2.6,-1.5,-1.5,0.0,0.0,0.93,Oracle Park,20.0,0.0
2026-06-10T20:10:00,San Diego Padres,Cincinnati Reds,Michael King,Brady Singer,5.125,4.458,0.5966,0.4034,8.5,Over,13.5,0.0,0.5675,0.6183,Cincinnati Reds,-1.57,0.0,-0.0,San Diego Padres,-4.16,0.0,-0.0238,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",05b5c7cee311b071b85433bf42dc4612,[],1.65,2.44,2.0,1.88,2.36,1.67,-1.5,1.5,0.0,0.0,1.0,Petco Park,20.0,0.0
2026-06-10T22:35:00,Baltimore Orioles,Seattle Mariners,Brandon Young,George Kirby,4.485,4.155,0.551,0.449,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Baltimore Orioles,0.94,0.0,0.0472,Baltimore Orioles,21.94,0.0,-0.1213,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",c679aca8a08df633e4d70c359217ffe5,[],1.94,1.97,1.93,1.93,2.9,2.5,-1.5,-1.5,0.0,0.0,1.0,Oriole Park at Camden Yards,20.0,0.0
2026-06-10T22:40:00,Pittsburgh Pirates,Los Angeles Dodgers,Jared Jones,Shohei Ohtani,2.875,4.646,0.2284,0.7716,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Los Angeles Dodgers,-11.26,0.0,0.1291,Pittsburgh Pirates,0.06,0.0,0.0007,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",375d31006805a62964445dd208379b2b,[],2.75,1.53,1.93,1.96,2.15,1.87,1.5,-1.5,0.0,0.0,0.94,PNC Park,20.0,0.0
2026-06-10T22:40:00,Miami Marlins,Arizona Diamondbacks,Ryan Gusto,Ryne Nelson,4.309,5.649,0.3155,0.6845,8.5,Over,17.23,1.0,0.6012,0.6624,Arizona Diamondbacks,8.75,1.25,0.1679,Arizona Diamondbacks,6.41,0.0,0.0909,1,IntegerPercentStaking,Ninguno,descartado,limite_picks_diarios,"home_runs_recent_missing,away_runs_recent_missing",5b5ca06821ecfe2cbf46026575ed9263,[],2.02,1.89,1.95,1.96,1.6,2.55,1.5,-1.5,1.25,0.0,0.92,loanDepot park,20.0,0.0
2026-06-10T23:07:00,Toronto Blue Jays,Philadelphia Phillies,Max Scherzer,Jesús Luzardo,4.034,5.693,0.2735,0.7265,8.5,Over,13.39,0.0,0.5875,0.6356,Philadelphia Phillies,4.98,0.0,0.1813,Philadelphia Phillies,5.13,0.0,0.0918,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",060e554031da942cb986e3f4a4934693,[],2.17,1.81,1.93,2.0,1.7,2.3,1.5,-1.5,0.0,0.0,0.98,Rogers Centre,20.0,0.0
2026-06-10T23:10:00,New York Mets,St. Louis Cardinals,Austin Warren,Andre Pallante,3.767,2.928,0.647,0.353,8.5,Under,10.65,0.0,0.5981,0.6441,New York Mets,3.24,0.0,0.0976,New York Mets,0.12,0.0,0.0196,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",e1a00a3014c67a9c52882049b063f78a,[],1.78,2.17,2.03,1.85,2.63,1.57,-1.5,1.5,0.0,0.0,0.95,Citi Field,20.0,0.0
2026-06-10T23:40:00,Kansas City Royals,Texas Rangers,Seth Lugo,MacKenzie Gore,3.97,4.38,0.4355,0.5645,10.0,Under,18.15,1.0,0.6059,0.6724,Texas Rangers,0.51,0.0,0.0415,Kansas City Royals,-4.81,0.0,0.0693,1,IntegerPercentStaking,TOTAL: Under,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",c00c26980a4f67d0037ac7fd8a3dd15b,[],2.05,1.87,1.93,1.95,1.67,2.32,1.5,-1.5,0.0,0.0,0.99,Kauffman Stadium,20.0,0.0
