start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-04-05T17:10:00,Cleveland Guardians,Chicago Cubs,Slade Cecconi,Edward Cabrera,2.716,5.669,,,7.5,Sin ventaja clara,0.0,0.0,Chicago Cubs,,,Chicago Cubs,,,Ninguno,2.18,1.77,2.05,1.87,1.67,2.35,,,0.97
2026-04-05T17:15:00,Cleveland Guardians,Chicago Cubs,Parker Messick,Shota Imanaga,4.83,2.759,0.015,0.985,7.5,Sin ventaja clara,0.0,0.0,Chicago Cubs,74.28,5.0,Chicago Cubs,131.39,5.0,Ninguno,2.18,1.77,2.05,1.87,1.67,2.35,5.0,5.0,0.97
2026-04-05T17:35:00,Washington Nationals,Los Angeles Dodgers,Foster Griffin,Roki Sasaki,3.552,5.885,0.574,0.426,8.5,Sin ventaja clara,0.0,0.0,Washington Nationals,46.28,5.0,Washington Nationals,14.16,5.0,RL: Washington Nationals,2.55,1.59,2.04,1.92,1.99,1.94,5.0,5.0,0.96
2026-04-05T17:35:00,Pittsburgh Pirates,Baltimore Orioles,Braxton Ashcraft,Chris Bassitt,5.691,3.811,0.022,0.978,8.0,Over,26.55,5.0,Baltimore Orioles,105.33,5.0,Baltimore Orioles,159.1,5.0,TOTAL: Over,1.87,2.1,2.08,1.96,2.74,2.65,5.0,5.0,0.94
2026-04-05T17:35:00,Boston Red Sox,San Diego Padres,Ranger Suarez,Walker Buehler,4.988,5.615,0.663,0.337,9.0,Over,17.45,5.0,Boston Red Sox,10.67,5.0,Boston Red Sox,53.74,5.0,RL: Boston Red Sox,1.67,2.36,1.91,2.01,2.32,1.69,5.0,5.0,1.12
2026-04-05T17:35:00,New York Yankees,Miami Marlins,Max Fried,Chris Paddack,6.41,3.154,,,8.5,Over,20.12,5.0,Miami Marlins,,,Miami Marlins,,,TOTAL: Over,1.36,3.47,1.95,2.14,2.15,2.2,,,1.04
2026-04-05T18:10:00,Minnesota Twins,Tampa Bay Rays,Simeon Woods Richardson,Nick Martinez,3.776,4.388,0.502,0.498,8.0,Sin ventaja clara,0.0,0.0,Minnesota Twins,-2.2,0.0,Minnesota Twins,42.94,5.0,Ninguno,1.95,1.96,2.03,1.92,2.85,2.62,0.0,5.0,0.98
2026-04-05T18:10:00,Chicago White Sox,Toronto Blue Jays,Davis Martin,Eric Lauer,2.934,5.01,0.659,0.341,8.0,Sin ventaja clara,0.0,0.0,Chicago White Sox,63.48,5.0,Chicago White Sox,21.95,5.0,ML: Chicago White Sox,2.48,1.61,2.0,1.88,1.85,2.07,5.0,5.0,0.92
2026-04-05T18:10:00,Kansas City Royals,Milwaukee Brewers,Kris Bubic,Kyle Harrison,3.458,3.824,0.412,0.588,7.5,Sin ventaja clara,0.0,0.0,Milwaukee Brewers,21.17,5.0,Milwaukee Brewers,61.76,5.0,ML: Milwaukee Brewers,1.86,2.06,2.1,1.93,2.8,2.75,5.0,5.0,0.99
2026-04-05T18:35:00,Texas Rangers,Cincinnati Reds,Jack Leiter,Chase Burns,3.435,3.547,0.672,0.328,7.0,Sin ventaja clara,0.0,0.0,Texas Rangers,24.29,5.0,Texas Rangers,84.75,5.0,ML: Texas Rangers,1.85,2.09,2.0,2.05,2.75,2.72,5.0,5.0,1.1
2026-04-05T19:10:00,Colorado Rockies,Philadelphia Phillies,Tomoyuki Sugano,Taijuan Walker,6.183,5.129,,,11.0,Sin ventaja clara,0.0,0.0,Philadelphia Phillies,,,Philadelphia Phillies,,,Ninguno,2.4,1.67,1.98,2.0,1.91,1.98,,,1.34
2026-04-05T20:05:00,Athletics,Houston Astros,Jacob Lopez,Lance McCullers Jr.,2.687,6.876,0.902,0.098,10.0,Sin ventaja clara,0.0,0.0,Athletics,100.15,5.0,Athletics,64.08,5.0,ML: Athletics,2.22,1.77,1.95,1.92,1.82,2.14,5.0,5.0,0.94
2026-04-05T20:05:00,San Francisco Giants,New York Mets,Logan Webb,Kodai Senga,2.677,5.152,0.88,0.12,7.0,Sin ventaja clara,0.0,0.0,San Francisco Giants,64.56,5.0,San Francisco Giants,150.8,5.0,ML: San Francisco Giants,1.87,2.05,1.85,2.03,2.85,2.7,5.0,5.0,0.93
2026-04-05T20:07:00,Los Angeles Angels,Seattle Mariners,Ryan Johnson,Luis Castillo,2.429,5.474,,,9.0,Under,21.22,5.0,Seattle Mariners,,,Seattle Mariners,,,TOTAL: Under,2.48,1.61,1.87,2.0,1.91,1.98,,,1.0
2026-04-05T20:10:00,Arizona Diamondbacks,Atlanta Braves,Brandon Pfaadt,Martín Pérez,3.4,6.593,0.933,0.067,9.5,Sin ventaja clara,0.0,0.0,Arizona Diamondbacks,82.92,5.0,Arizona Diamondbacks,167.84,5.0,ML: Arizona Diamondbacks,1.96,1.94,1.99,2.12,2.87,2.55,5.0,5.0,1.02
2026-04-05T23:20:00,Detroit Tigers,St. Louis Cardinals,Keider Montero,Kyle Leahy,5.488,3.914,0.137,0.863,8.0,Over,15.03,5.0,St. Louis Cardinals,91.58,5.0,St. Louis Cardinals,36.35,5.0,TOTAL: Over,1.74,2.22,1.93,1.95,2.65,1.58,5.0,5.0,0.93
