start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-04-08T16:35:00,Pittsburgh Pirates,San Diego Padres,Mitch Keller,Michael King,2.942,2.422,0.5004,0.4996,3.5,Over,61.18,5.0,Pittsburgh Pirates,17.59,5.0,Pittsburgh Pirates,-41.8,0.0,TOTAL: Over,2.35,1.8,2.06,1.83,1.77,2.91,5.0,0.0,0.949
2026-04-08T17:10:00,Cleveland Guardians,Kansas City Royals,Joey Cantillo,Cole Ragans,4.038,3.534,0.4988,0.5012,9.5,Under,38.24,5.0,Kansas City Royals,401.2,5.0,Cleveland Guardians,-24.2,0.0,TOTAL: Under,1.11,10.0,1.91,2.12,2.14,1.91,5.0,0.0,0.98
2026-04-08T17:35:00,Boston Red Sox,Milwaukee Brewers,Sonny Gray,Shane Drohan,3.273,5.387,0.1841,0.8159,5.5,Over,74.25,5.0,Milwaukee Brewers,83.58,5.0,Milwaukee Brewers,4.08,2.55,ML: Milwaukee Brewers,1.75,2.25,2.05,1.98,2.75,1.8,5.0,2.55,1.131
2026-04-08T18:10:00,Chicago White Sox,Baltimore Orioles,Sean Burke,Kyle Bradish,4.587,5.064,0.3753,0.6247,7.5,Over,45.6,5.0,Baltimore Orioles,6.82,4.81,Baltimore Orioles,-17.29,0.0,TOTAL: Over,2.3,1.71,1.95,1.96,1.74,2.25,4.81,0.0,1.01
2026-04-08T18:35:00,Texas Rangers,Seattle Mariners,MacKenzie Gore,Bryan Woo,2.775,3.847,0.268,0.732,7.5,Under,-5.5,0.0,Seattle Mariners,39.81,5.0,Seattle Mariners,5.24,1.79,ML: Seattle Mariners,2.06,1.91,1.98,1.92,1.61,2.46,5.0,1.79,1.111
2026-04-08T19:07:00,Toronto Blue Jays,Los Angeles Dodgers,Dylan Cease,Shohei Ohtani,2.732,4.134,0.2309,0.7691,7.5,Sin ventaja clara,0.0,0.0,Los Angeles Dodgers,29.21,5.0,Los Angeles Dodgers,2.98,1.3,Ninguno,2.35,1.68,1.93,1.95,1.8,2.15,5.0,1.3,0.98
2026-04-08T19:10:00,Colorado Rockies,Houston Astros,Michael Lorenzen,Cristian Javier,8.22,10.481,0.2412,0.7588,11.0,Over,64.05,5.0,Houston Astros,33.55,5.0,Houston Astros,-1.04,0.0,TOTAL: Over,2.28,1.76,1.93,1.95,1.83,2.15,5.0,0.0,1.353
2026-04-08T19:45:00,San Francisco Giants,Philadelphia Phillies,Tyler Mahle,Aaron Nola,2.792,4.749,0.1819,0.8181,8.5,Under,7.36,0.0,Philadelphia Phillies,46.44,5.0,Philadelphia Phillies,28.98,5.0,ML: Philadelphia Phillies,2.16,1.79,1.97,2.07,1.7,2.3,5.0,5.0,0.939
2026-04-08T20:05:00,Washington Nationals,St. Louis Cardinals,Miles Mikolas,Michael McGreevy,4.554,6.577,0.2229,0.7771,8.5,Over,51.99,5.0,St. Louis Cardinals,43.76,5.0,St. Louis Cardinals,33.49,5.0,TOTAL: Over,2.08,1.85,1.95,1.96,1.65,2.4,5.0,5.0,0.97
2026-04-08T20:07:00,Los Angeles Angels,Atlanta Braves,Reid Detmers,Grant Holmes,3.115,3.697,0.3371,0.6629,8.5,Under,25.34,5.0,Atlanta Braves,22.64,5.0,Atlanta Braves,-14.27,0.0,TOTAL: Under,2.09,1.85,1.91,2.0,1.65,2.4,5.0,0.0,1.01
2026-04-08T20:10:00,New York Mets,Arizona Diamondbacks,David Peterson,Ryne Nelson,5.353,3.424,0.6843,0.3157,7.5,Over,29.87,5.0,New York Mets,21.81,5.0,New York Mets,49.34,5.0,TOTAL: Over,1.78,2.18,2.0,1.93,2.7,1.56,5.0,5.0,0.959
2026-04-08T22:40:00,Tampa Bay Rays,Chicago Cubs,Joe Boyle,Colin Rea,4.285,3.587,0.5265,0.4735,8.0,Sin ventaja clara,0.0,0.0,Tampa Bay Rays,2.14,1.14,Tampa Bay Rays,11.07,2.91,Ninguno,1.94,1.96,1.89,1.98,2.9,2.58,1.14,2.91,0.91
2026-04-08T22:40:00,Miami Marlins,Cincinnati Reds,Eury Pérez,Brady Singer,4.368,3.991,0.4815,0.5185,7.5,Over,16.21,5.0,Cincinnati Reds,13.03,5.0,Miami Marlins,-5.13,0.0,TOTAL: Over,1.78,2.18,1.95,1.93,2.75,1.53,5.0,0.0,0.92
2026-04-08T23:05:00,New York Yankees,Athletics,Will Warren,Luis Severino,6.589,2.863,0.8533,0.1467,8.0,Over,24.66,5.0,New York Yankees,27.99,5.0,New York Yankees,56.23,5.0,RL: New York Yankees,1.5,2.82,2.07,1.96,2.05,1.87,5.0,5.0,1.05
2026-04-08T23:40:00,Minnesota Twins,Detroit Tigers,Bailey Ober,Framber Valdez,2.846,5.346,0.1431,0.8569,8.0,Sin ventaja clara,0.0,0.0,Detroit Tigers,43.96,5.0,Detroit Tigers,38.5,5.0,RL: Detroit Tigers,2.33,1.68,1.95,1.95,1.76,2.19,5.0,5.0,0.99
