start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-05-10T16:15:00,Miami Marlins,Washington Nationals,Sandy Alcantara,Cade Cavalli,4.884,4.385,0.5739,0.4261,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Miami Marlins,1.43,0.21,Miami Marlins,-2.24,0.0,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",2f41717fcce350329e8ac46662be3d88,[],1.8,2.15,1.88,1.98,2.65,1.56,-1.5,1.5,0.21,0.0,0.92,loanDepot park,21.0,0.0
2026-05-10T17:35:00,Baltimore Orioles,Athletics,Keegan Akin,Luis Severino,4.248,6.491,0.2208,0.7792,10.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Athletics,31.24,1.0,Athletics,39.5,1.0,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",42a6a833eaecf112c826202eb1d596f9,[],1.99,1.93,1.91,1.99,2.75,2.48,-1.5,-1.5,1.0,1.0,0.97,Oriole Park at Camden Yards,17.4,-0.03
2026-05-10T17:35:00,Boston Red Sox,Tampa Bay Rays,Payton Tolle,Nick Martinez,3.466,3.986,0.413,0.587,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Tampa Bay Rays,21.64,1.0,Tampa Bay Rays,-7.78,0.0,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",73c2cde50707b32c9767a0a8fbb2e7d2,[],1.71,2.29,1.87,2.07,2.51,1.59,-1.5,1.5,1.0,0.0,1.12,Fenway Park,18.8,0.0
2026-05-10T17:35:00,Philadelphia Phillies,Colorado Rockies,Cristopher Sánchez,Tomoyuki Sugano,4.425,3.863,0.5885,0.4115,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Colorado Rockies,29.59,1.0,Colorado Rockies,22.36,1.0,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",6dd9cd4491079d3cedf1f7d3ff85b358,[],1.34,3.57,1.95,1.94,1.75,2.2,-1.5,1.5,1.0,1.0,1.01,Citizens Bank Park,23.4,0.0
2026-05-10T17:37:00,Toronto Blue Jays,Los Angeles Angels,Spencer Miles,José Soriano,4.072,3.853,0.5356,0.4644,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Toronto Blue Jays,2.0,0.25,Toronto Blue Jays,10.17,0.64,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",9bfd5fd962a5ede4a98e0c595c9db46f,[],1.95,1.95,1.91,1.98,2.9,2.56,-1.5,-1.5,0.25,0.64,0.98,Rogers Centre,21.0,0.0
2026-05-10T17:40:00,Cincinnati Reds,Houston Astros,Andrew Abbott,Kai-Wei Teng,4.753,5.784,0.3601,0.6399,9.0,Over,7.47,0.0,0.5686,0.6072,Houston Astros,17.48,1.0,Houston Astros,21.84,1.0,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",3751eb6375883244bf07ebaa76d74e35,[],1.92,2.0,1.89,2.06,2.73,2.6,-1.5,-1.5,1.0,1.0,1.08,Great American Ball Park,20.0,0.0
2026-05-10T17:40:00,Cleveland Guardians,Minnesota Twins,Gavin Williams,Andrew Morris,4.459,3.874,0.5918,0.4082,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Minnesota Twins,-0.48,0.0,Minnesota Twins,-4.3,0.0,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",4d2a59061aec314f7265432aacbe8df1,[],1.65,2.45,2.05,1.85,2.4,1.65,-1.5,1.5,0.0,0.0,0.912,Progressive Field,11.5,-0.06
2026-05-10T18:10:00,Chicago White Sox,Seattle Mariners,Davis Martin,Logan Gilbert,4.254,3.428,0.6343,0.3657,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Chicago White Sox,23.69,1.0,Chicago White Sox,-1.98,0.0,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",d58ee5722b0d27c98714b46a090df16f,[],2.17,1.78,2.01,1.93,1.69,2.3,1.5,-1.5,1.0,0.0,0.97,Rate Field,17.4,-0.03
2026-05-10T18:10:00,Milwaukee Brewers,New York Yankees,Logan Henderson,Carlos Rodón,4.044,4.186,0.4774,0.5226,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,New York Yankees,5.08,0.59,New York Yankees,4.89,0.36,Ninguno,sin_pick,,"away_pitcher_fallback,home_runs_recent_missing,away_runs_recent_missing",e254b4d802742c85bc156989d1b71346,[],2.05,2.04,1.9,1.98,2.85,2.65,-1.5,-1.5,0.59,0.36,0.95,American Family Field,14.1,-0.03
2026-05-10T18:35:00,Texas Rangers,Chicago Cubs,Jacob deGrom,Jameson Taillon,5.067,5.067,0.5,0.5,8.0,Over,22.32,0.0,0.6116,0.6821,Chicago Cubs,2.48,0.27,Texas Rangers,6.34,0.44,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",f39e9272c26acb799cf16afa62e26316,[],1.83,2.1,2.0,1.89,2.74,2.7,-1.5,-1.5,0.27,0.44,1.144,Globe Life Field,24.4,0.02
