start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,edge_ml,pick_rl,valor_rl,stake_pct_rl,edge_rl,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-05-30T18:10:00,Chicago White Sox,Detroit Tigers,Anthony Kay,Framber Valdez,4.168,3.967,0.5322,0.4678,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Chicago White Sox,1.61,0.0,0.0449,Chicago White Sox,-8.8,0.0,0.1194,Ninguno,sin_pick,,"home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",8a5c809023ac02dbc083529560ee8723,[],2.02,1.92,1.91,2.0,1.6,2.49,1.5,-1.5,0.0,0.0,1.0,Rate Field,20.0,0.0
2026-05-30T20:05:00,Washington Nationals,San Diego Padres,Foster Griffin,Michael King,4.385,4.278,0.5166,0.4834,7.5,Over,13.84,0.0,0.5838,0.6352,Washington Nationals,1.66,0.0,0.0535,Washington Nationals,-5.95,0.0,0.1223,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",adde69ed429a06ae4ecc9bd2fed0984b,[],2.11,1.82,1.95,1.95,1.65,2.36,1.5,-1.5,0.0,0.0,0.96,Nationals Park,20.0,0.0
2026-05-30T20:05:00,Texas Rangers,Kansas City Royals,Kumar Rocker,Seth Lugo,5.045,4.9,0.5208,0.4792,8.0,Over,18.78,0.0,0.5939,0.661,Kansas City Royals,-1.35,0.0,0.011,Texas Rangers,21.5,0.0,-0.161,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",efa0af51f919239d99680943c9c381f1,[],1.84,2.09,2.0,1.88,2.79,2.7,-1.5,-1.5,0.0,0.0,1.1,Globe Life Field,20.0,0.0
2026-05-30T20:05:00,Baltimore Orioles,Toronto Blue Jays,Brandon Young,Trey Yesavage,4.284,4.548,0.4596,0.5404,7.5,Over,15.36,0.0,0.5977,0.6561,Toronto Blue Jays,-2.07,0.0,0.0035,Toronto Blue Jays,-7.65,0.0,-0.0618,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",2104fc0f4d7adc96b751d4f8c716488b,[],2.11,1.82,1.93,1.95,1.62,2.46,1.5,-1.5,0.0,0.0,1.0,Oriole Park at Camden Yards,20.0,0.0
2026-05-30T20:05:00,Pittsburgh Pirates,Minnesota Twins,Mitch Keller,Bailey Ober,4.419,4.123,0.5461,0.4539,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Minnesota Twins,-1.41,0.0,0.012,Pittsburgh Pirates,-5.26,0.0,-0.043,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",3cd955325a156c1972d7e1925a6ed38a,[],1.75,2.21,1.98,1.91,2.6,1.59,-1.5,1.5,0.0,0.0,0.94,PNC Park,20.0,0.0
2026-05-30T20:10:00,Cleveland Guardians,Boston Red Sox,Parker Messick,Sonny Gray,4.416,4.285,0.5202,0.4798,6.5,Over,25.86,0.0,0.62,0.7646,Boston Red Sox,-1.17,0.0,0.0142,Cleveland Guardians,24.52,0.0,-0.1952,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",d6a18ca53a7a4bc724578be12562f52e,[],1.83,2.1,2.03,1.88,2.8,2.95,-1.5,-1.5,0.0,0.0,0.97,Progressive Field,20.0,0.0
2026-05-30T20:10:00,Tampa Bay Rays,Los Angeles Angels,Drew Rasmussen,Reid Detmers,4.4,4.063,0.5527,0.4473,7.0,Over,9.8,0.0,0.5689,0.6096,Los Angeles Angels,1.72,0.0,0.0468,Tampa Bay Rays,-6.02,0.0,-0.0538,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",2858c7dd0f121c4fc015a186967f1917,[],1.63,2.44,1.93,1.95,2.5,1.63,-1.5,1.5,0.0,0.0,0.91,Tropicana Field,20.0,0.0
2026-05-30T20:10:00,New York Mets,Miami Marlins,Christian Scott,Tyler Phillips,3.9,4.129,0.463,0.537,7.0,Over,0.7,0.0,0.5385,0.5511,Miami Marlins,3.31,0.0,0.0764,New York Mets,-10.38,0.0,-0.0903,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",475aad858baf7596355b69a42c08671d,[],1.81,2.12,1.87,2.01,2.75,1.53,-1.5,1.5,0.0,0.0,0.95,Citi Field,20.0,0.0
2026-05-30T20:10:00,Houston Astros,Milwaukee Brewers,Peter Lambert,Brandon Sproat,4.235,5.07,0.3778,0.6222,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Milwaukee Brewers,4.78,0.0,0.1043,Milwaukee Brewers,-0.45,0.0,0.0185,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",312c8ae0a68b17cfe087b0cb699c91d6,[],2.03,1.89,1.87,2.01,1.61,2.5,1.5,-1.5,0.0,0.0,1.0,Daikin Park,20.0,0.0
2026-05-30T23:15:00,St. Louis Cardinals,Chicago Cubs,Kyle Leahy,Ben Brown,4.581,4.722,0.479,0.521,8.0,Over,8.96,0.0,0.5503,0.5835,St. Louis Cardinals,-0.45,0.0,0.0247,St. Louis Cardinals,-3.67,0.0,0.0988,Ninguno,sin_pick,,"home_pitcher_fallback,away_pitcher_fallback,home_offense_fallback,away_offense_fallback,home_runs_recent_missing,away_runs_recent_missing",2611e27228d544fecc9bd38fe032e568,[],2.15,1.79,1.98,1.95,1.69,2.3,1.5,-1.5,0.0,0.0,0.97,Busch Stadium,20.0,0.0
