start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,edge_ml,pick_rl,valor_rl,stake_pct_rl,edge_rl,stake_pct_recomendado,staking_model,mejor_pick,riesgo_estado,riesgo_motivo,data_quality_flags,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,linea_rl_home,linea_rl_away,kelly_ml,kelly_rl,park_factor_usado,venue_usado,temp_efectiva,ajuste_temp
2026-06-07T17:35:00,Atlanta Braves,Pittsburgh Pirates,Bryce Elder,Mason Montgomery,4.033,4.74,0.3927,0.6073,7.5,Over,22.07,1.0,0.5813,0.6489,Pittsburgh Pirates,4.05,0.0,0.0783,Pittsburgh Pirates,-3.63,0.0,0.008,1,IntegerPercentStaking,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",2fa5ef491316d397d3641327715fc999,[],2.1,1.87,2.1,1.87,1.55,2.5,1.5,-1.5,0.0,0.0,1.03,Truist Park,20.0,0.0
2026-06-07T17:35:00,Philadelphia Phillies,Chicago White Sox,Aaron Nola,Tyler Gilbert,6.172,4.497,0.7181,0.2819,10.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Philadelphia Phillies,-1.4,0.0,0.1379,Philadelphia Phillies,7.6,0.0,0.1217,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",0bdd39d18462b55a70fafde517bc6ca1,[],1.7,2.35,1.98,1.95,2.45,1.61,-1.5,1.5,0.0,0.0,1.01,Citizens Bank Park,20.0,0.0
2026-06-07T17:35:00,New York Yankees,Boston Red Sox,Cam Schlittler,Ranger Suarez,4.78,3.698,0.6645,0.3355,6.5,Over,10.36,0.0,0.62,0.7415,New York Yankees,1.5,0.0,0.0966,New York Yankees,1.57,0.0,0.0622,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",d8f8c8a1937664863c010e3ed30af57c,[],1.75,2.3,1.78,2.05,2.55,1.54,-1.5,1.5,0.0,0.0,1.04,Yankee Stadium,20.0,0.0
2026-06-07T17:37:00,Toronto Blue Jays,Baltimore Orioles,Kevin Gausman,Shane Baz,4.033,3.886,0.5239,0.4761,6.5,Over,19.61,1.0,0.6041,0.6766,Baltimore Orioles,-1.37,0.0,0.0299,Toronto Blue Jays,-5.55,0.0,-0.0219,1,IntegerPercentStaking,Ninguno,descartado,limite_picks_diarios,"home_runs_recent_missing,away_runs_recent_missing",3d2680b101156644bd740ee00cddcd46,[],1.74,2.16,1.98,1.87,2.9,1.45,-1.5,1.5,0.0,0.0,0.98,Rogers Centre,20.0,0.0
2026-06-07T17:40:00,Detroit Tigers,Seattle Mariners,Jack Flaherty,Luis Castillo,3.769,3.894,0.4793,0.5207,6.5,Over,10.91,0.0,0.5931,0.6438,Seattle Mariners,0.92,0.0,0.0437,Seattle Mariners,19.45,0.0,-0.2105,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",738208242f58cba159d52d334814af73,[],1.87,2.05,1.87,1.95,2.88,2.7,-1.5,-1.5,0.0,0.0,0.93,Comerica Park,20.0,0.0
2026-06-07T17:40:00,Miami Marlins,Tampa Bay Rays,Sandy Alcantara,Griffin Jax,4.802,4.643,0.5234,0.4766,5.5,Over,14.7,0.0,0.62,0.9088,Miami Marlins,-0.74,0.0,0.0057,Miami Marlins,17.05,0.0,-0.1876,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",e451f91d5136c67ae9baf916ea5c9039,[],1.91,2.05,1.85,2.05,2.6,2.77,-1.5,-1.5,0.0,0.0,0.92,loanDepot park,20.0,0.0
2026-06-07T18:10:00,Houston Astros,Athletics,Mike Burrows,Gage Jump,4.753,5.346,0.4164,0.5836,9.0,Over,2.51,0.0,0.5367,0.5544,Athletics,3.94,0.0,0.0862,Athletics,19.95,0.0,-0.1463,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",9934c1a26e4ea8fd52a5c95fd4b8265f,[],1.95,1.97,1.91,1.97,2.83,2.5,-1.5,-1.5,0.0,0.0,1.0,Daikin Park,20.0,0.0
2026-06-07T18:10:00,Minnesota Twins,Kansas City Royals,Connor Prielipp,Noah Cameron,3.961,5.433,0.2928,0.7072,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Kansas City Royals,9.04,0.0,0.1844,Kansas City Royals,6.33,0.0,0.0902,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",ccb347397333b0c30d985a020c0953ac,[],2.06,1.88,1.91,1.98,1.65,2.45,1.5,-1.5,0.0,0.0,0.98,Target Field,20.0,0.0
2026-06-07T18:15:00,St. Louis Cardinals,Cincinnati Reds,Michael McGreevy,Rhett Lowder,6.254,4.239,0.7582,0.2418,9.5,Sin ventaja clara,0.0,0.0,0.0,0.0,St. Louis Cardinals,-2.56,0.0,0.1772,St. Louis Cardinals,9.83,0.0,0.1457,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",ebca3c98273fd731f8092f851e3fb56b,[],1.68,2.33,2.01,1.86,2.36,1.67,-1.5,1.5,0.0,0.0,0.97,Busch Stadium,20.0,0.0
2026-06-07T18:35:00,Texas Rangers,Cleveland Guardians,Jacob deGrom,Joey Cantillo,4.79,4.656,0.5198,0.4802,7.0,Over,18.42,1.0,0.62,0.7257,Cleveland Guardians,1.18,0.0,0.047,Texas Rangers,-7.43,0.0,-0.0515,1,IntegerPercentStaking,Ninguno,descartado,limite_picks_diarios,"home_runs_recent_missing,away_runs_recent_missing",8f9a46bf21cc1c96a58597c21485a1b2,[],1.72,2.25,1.91,2.03,2.58,1.56,-1.5,1.5,0.0,0.0,1.1,Globe Life Field,20.0,0.0
2026-06-07T19:10:00,Colorado Rockies,Milwaukee Brewers,Kyle Freeland,Shane Drohan,5.47,9.44,0.1291,0.8709,11.5,Over,23.25,1.0,0.6386,0.8092,Milwaukee Brewers,-9.52,0.0,0.2441,Milwaukee Brewers,2.6,0.0,0.1868,1,IntegerPercentStaking,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",83ffce787c60a2fcb9c044c111a88c98,[],2.62,1.56,1.93,1.93,2.2,1.8,1.5,-1.5,0.0,0.0,1.34,Coors Field,20.0,0.0
2026-06-07T19:15:00,Arizona Diamondbacks,Washington Nationals,Michael Soroka,Cade Cavalli,4.649,4.74,0.4865,0.5135,8.0,Over,5.92,0.0,0.5634,0.5944,Washington Nationals,2.12,0.0,0.0592,Arizona Diamondbacks,-8.71,0.0,-0.0702,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",4f38f470bd9dc6ce580de50246cf1ede,[],1.79,2.15,1.88,1.98,2.65,1.55,-1.5,1.5,0.0,0.0,1.02,Chase Field,20.0,0.0
2026-06-07T20:10:00,Los Angeles Dodgers,Los Angeles Angels,Emmet Sheehan,José Soriano,4.732,4.206,0.5795,0.4205,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Los Angeles Angels,5.48,0.0,0.0795,Los Angeles Angels,6.87,1.0,0.1237,1,IntegerPercentStaking,Ninguno,descartado,limite_picks_diarios,"home_runs_recent_missing,away_runs_recent_missing",9ee9abd5a130bbc1df0aa293e85fa86f,[],1.48,2.86,2.05,1.91,2.0,1.94,-1.5,1.5,0.0,1.25,1.0,UNIQLO Field at Dodger Stadium,20.0,0.0
2026-06-07T20:10:00,San Diego Padres,New York Mets,Randy Vásquez,Huascar Brazobán,3.52,3.818,0.4494,0.5506,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,New York Mets,0.92,0.0,0.0468,New York Mets,-7.13,0.0,-0.0509,0,IntegerPercentStaking,Ninguno,sin_pick,,"home_runs_recent_missing,away_runs_recent_missing",d35c4e7b67d33e51216fcf0a6a4c59cd,[],1.97,1.94,1.88,2.0,1.56,2.6,1.5,-1.5,0.0,0.0,1.0,Petco Park,20.0,0.0
2026-06-08T00:30:00,Chicago Cubs,San Francisco Giants,Jameson Taillon,Trevor McDonald,5.509,5.288,0.5302,0.4698,8.0,Over,21.52,1.0,0.62,0.7495,San Francisco Giants,-0.66,0.0,0.0153,Chicago Cubs,-4.1,0.0,-0.0142,1,IntegerPercentStaking,TOTAL: Over,activo,aprobado,"home_runs_recent_missing,away_runs_recent_missing",9e3c4b483a958d796d22ec1a44585e9d,[],1.8,2.16,1.96,1.91,2.7,1.52,-1.5,1.5,0.0,0.0,1.05,Wrigley Field,20.0,0.0
