start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,prob_total,prob_total_raw,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,riesgo_estado,riesgo_motivo,odds_event_id,odds_loaded,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-05-05T22:40:00,Detroit Tigers,Boston Red Sox,Framber Valdez,Jovani Morán,3.414,3.183,0.4561,0.5439,8.5,Under,29.72,1.0,0.6267,0.6585,Boston Red Sox,18.36,1.5,Detroit Tigers,-16.77,0.0,TOTAL: Under,activo,aprobado,71ef508a8cbaa38a8e77f003e58f92aa,[],1.66,2.38,2.0,2.07,2.4,1.66,1.5,0.0,0.874
2026-05-05T22:40:00,Tampa Bay Rays,Toronto Blue Jays,Drew Rasmussen,Kevin Gausman,3.66,3.637,0.4281,0.5719,7.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Toronto Blue Jays,13.42,1.5,Tampa Bay Rays,3.38,0.38,Ninguno,sin_pick,,d0147770323bf6c913a672f31ac49256,[],1.81,2.13,1.98,1.92,2.8,2.7,1.5,0.38,0.91
2026-05-05T22:40:00,Philadelphia Phillies,Athletics,Cristopher Sánchez,Luis Severino,4.298,3.827,0.4943,0.5057,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Athletics,22.69,1.5,Philadelphia Phillies,-16.27,0.0,Ninguno,sin_pick,,b30fec61cfbf1f3dfe4bb5e70a150f48,[],1.54,2.69,1.97,1.93,2.1,1.82,1.5,0.0,0.949
2026-05-05T22:40:00,Miami Marlins,Baltimore Orioles,Sandy Alcantara,Chris Bassitt,4.52,3.655,0.5492,0.4508,8.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Baltimore Orioles,0.77,0.12,Miami Marlins,1.86,0.24,Ninguno,sin_pick,,692aeb05691cac285d594067d9c4a24e,[],1.72,2.27,1.95,1.93,2.56,1.59,0.12,0.24,0.92
2026-05-05T22:45:00,Washington Nationals,Minnesota Twins,Cade Cavalli,Taj Bradley,3.914,4.538,0.348,0.652,9.5,Under,7.27,0.0,0.5182,0.5297,Minnesota Twins,15.23,1.5,Minnesota Twins,8.22,1.13,Ninguno,sin_pick,,d1bb060e1d2465b94fde23b308c82f30,[],2.01,1.91,2.0,2.07,2.85,2.45,1.5,1.13,0.902
2026-05-05T23:05:00,New York Yankees,Texas Rangers,Elmer Rodríguez,Jacob deGrom,3.463,3.998,0.3506,0.6494,8.5,Under,7.37,0.0,0.5187,0.5304,Texas Rangers,22.47,1.5,Texas Rangers,7.13,0.92,Ninguno,sin_pick,,642027e0dc5d6fe0e383f9c8b6453d6c,[],1.84,2.09,2.0,2.07,2.7,2.55,1.5,0.92,0.978
2026-05-05T23:40:00,Chicago Cubs,Cincinnati Reds,Jameson Taillon,Andrew Abbott,5.9,4.149,0.6516,0.3484,8.0,Over,24.88,1.0,0.6182,0.6727,Chicago Cubs,3.18,1.01,Chicago Cubs,15.27,1.5,TOTAL: Over,activo,aprobado,7cdd4e1d6b845aedaf71e33a78a0f164,[],1.63,2.43,2.02,1.95,2.4,1.67,1.01,1.5,0.987
2026-05-05T23:40:00,Kansas City Royals,Cleveland Guardians,Stephen Kolek,Gavin Williams,3.555,4.151,0.3448,0.6552,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Cleveland Guardians,12.98,1.5,Cleveland Guardians,-6.9,0.0,Ninguno,sin_pick,,725a2bc29fdee3828f24905b97afda08,[],2.07,1.85,1.98,1.91,1.62,2.45,1.5,0.0,0.931
2026-05-05T23:45:00,St. Louis Cardinals,Milwaukee Brewers,Andre Pallante,Brandon Sproat,4.416,3.955,0.4931,0.5069,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Milwaukee Brewers,-1.22,0.0,St. Louis Cardinals,17.19,1.5,Ninguno,sin_pick,,4f532987fa9021753e499704cc1998d0,[],1.95,1.96,2.05,1.98,2.9,2.64,0.0,1.5,0.912
2026-05-06T00:10:00,Houston Astros,Los Angeles Dodgers,Peter Lambert,Shohei Ohtani,3.015,4.659,0.2166,0.7834,8.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Los Angeles Dodgers,-0.72,0.0,Los Angeles Dodgers,-5.59,0.0,Ninguno,sin_pick,,6ce90524a09ef856d3a08a7038715209,[],3.0,1.46,2.0,1.96,2.2,1.78,0.0,0.0,0.92
2026-05-06T01:38:00,Los Angeles Angels,Chicago White Sox,Sam Aldegheri,Erick Fedde,3.967,4.641,0.343,0.657,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Chicago White Sox,19.18,1.5,Chicago White Sox,15.18,1.5,Ninguno,sin_pick,,a3d49ab06b3c4cfdcaeec1ee6be2c11f,[],1.92,1.99,1.95,1.93,2.78,2.64,1.5,1.5,0.92
2026-05-06T01:40:00,Arizona Diamondbacks,Pittsburgh Pirates,Eduardo Rodriguez,Bubba Chandler,4.519,4.041,0.4955,0.5045,9.0,Sin ventaja clara,0.0,0.0,0.0,0.0,Pittsburgh Pirates,7.05,1.16,Arizona Diamondbacks,-5.96,0.0,Ninguno,sin_pick,,8ce45c11dc2d0ef2edaaf6ecd5f2b8ff,[],1.75,2.22,1.95,1.92,2.55,1.58,1.16,0.0,1.0
2026-05-06T01:40:00,Seattle Mariners,Atlanta Braves,George Kirby,Bryce Elder,3.292,3.688,0.3653,0.6347,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,Atlanta Braves,22.98,1.5,Seattle Mariners,-23.95,0.0,Ninguno,sin_pick,,732ae7d99e94ec771af4f2525709bb66,[],1.8,2.15,2.0,2.03,2.66,1.54,1.5,0.0,0.921
2026-05-06T01:45:00,San Francisco Giants,San Diego Padres,Logan Webb,Walker Buehler,3.622,3.451,0.4489,0.5511,7.5,Sin ventaja clara,0.0,0.0,0.0,0.0,San Diego Padres,11.63,1.5,San Francisco Giants,-10.18,0.0,Ninguno,sin_pick,,90becb516bb091bc1f699dadd4f5e4ef,[],1.79,2.16,1.98,1.93,2.75,1.55,1.5,0.0,0.856
