start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-04-02T18:10:00,Kansas City Royals,Minnesota Twins,Cole Ragans,Taj Bradley,3.797,6.486,0.98,0.02,9.5,Sin ventaja clara,0.0,0.0,Kansas City Royals,63.66,5.0,Kansas City Royals,125.39,5.0,RL: Kansas City Royals,1.67,2.36,2.01,1.88,2.3,1.7,5.0,5.0,0.99
2026-04-03T01:40:00,Arizona Diamondbacks,Atlanta Braves,Ryne Nelson,Reynaldo López,2.852,6.044,0.944,0.056,9.0,Sin ventaja clara,0.0,0.0,Arizona Diamondbacks,92.52,5.0,Arizona Diamondbacks,55.72,5.0,ML: Arizona Diamondbacks,2.04,1.88,1.95,1.93,1.65,2.4,5.0,5.0,1.02
2026-04-03T01:45:00,San Francisco Giants,New York Mets,Robbie Ray,David Peterson,2.831,3.114,0.699,0.301,7.5,Under,21.8,5.0,San Francisco Giants,46.09,5.0,San Francisco Giants,13.23,5.0,ML: San Francisco Giants,2.09,1.84,1.91,1.98,1.62,2.41,5.0,5.0,0.93
2026-04-02T20:10:00,Chicago White Sox,Toronto Blue Jays,Sean Burke,Dylan Cease,2.145,6.046,0.891,0.109,9.0,Sin ventaja clara,0.0,0.0,Chicago White Sox,146.75,5.0,Chicago White Sox,78.16,5.0,RL: Chicago White Sox,2.77,1.51,2.31,1.95,2.0,1.83,5.0,5.0,0.92
