start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-04-14T22:35:00,Baltimore Orioles,Arizona Diamondbacks,Trevor Rogers,Merrill Kelly,4.891,2.987,0.227,0.773,9.0,Under,21.91,5.0,Arizona Diamondbacks,87.0,5.0,Arizona Diamondbacks,27.5,5.0,TOTAL: Under,1.65,2.42,2.0,2.0,2.36,1.65,5.0,5.0,0.95
2026-04-14T22:40:00,Detroit Tigers,Kansas City Royals,Framber Valdez,Cole Ragans,4.596,3.629,0.364,0.636,8.0,Sin ventaja clara,0.0,0.0,Kansas City Royals,31.63,5.0,Kansas City Royals,74.86,5.0,Ninguno,1.89,2.07,1.98,2.0,2.76,2.75,5.0,5.0,0.93
2026-04-14T22:40:00,Pittsburgh Pirates,Washington Nationals,Mitch Keller,PJ Poulin,4.974,3.133,0.161,0.839,10.0,Under,42.76,5.0,Washington Nationals,117.42,5.0,Washington Nationals,50.26,5.0,TOTAL: Under,1.61,2.59,1.98,2.03,2.2,1.79,5.0,5.0,0.94
2026-04-14T22:40:00,Cincinnati Reds,San Francisco Giants,Brady Singer,Robbie Ray,3.063,6.109,0.913,0.087,9.0,Sin ventaja clara,0.0,0.0,Cincinnati Reds,76.25,5.0,Cincinnati Reds,156.61,5.0,ML: Cincinnati Reds,1.93,1.98,2.0,1.91,2.81,2.65,5.0,5.0,1.08
2026-04-14T22:40:00,Philadelphia Phillies,Chicago Cubs,Aaron Nola,Riley Martin,5.794,3.63,0.073,0.927,10.0,Sin ventaja clara,0.0,0.0,Chicago Cubs,107.65,5.0,Chicago Cubs,50.17,5.0,Ninguno,1.75,2.24,1.94,2.0,2.46,1.62,5.0,5.0,1.01
2026-04-14T23:05:00,New York Yankees,Los Angeles Angels,Ryan Weathers,Reid Detmers,5.093,3.224,0.27,0.73,9.5,Under,5.84,3.14,Los Angeles Angels,85.35,5.0,Los Angeles Angels,29.16,5.0,TOTAL: Under,1.6,2.54,2.01,1.93,2.2,1.77,5.0,5.0,1.04
2026-04-14T23:15:00,Atlanta Braves,Miami Marlins,Reynaldo López,Max Meyer,4.733,3.315,0.207,0.793,8.5,Sin ventaja clara,0.0,0.0,Miami Marlins,94.39,5.0,Miami Marlins,32.5,5.0,Ninguno,1.64,2.45,1.88,2.05,2.41,1.67,5.0,5.0,1.03
2026-04-14T23:40:00,Minnesota Twins,Boston Red Sox,Mick Abel,Sonny Gray,4.027,4.59,0.782,0.218,8.0,Sin ventaja clara,0.0,0.0,Minnesota Twins,74.46,5.0,Minnesota Twins,34.56,5.0,ML: Minnesota Twins,2.23,1.75,1.91,2.03,1.72,2.25,5.0,5.0,0.98
2026-04-14T23:40:00,Chicago White Sox,Tampa Bay Rays,Noah Schultz,Shane McClanahan,3.582,4.502,0.48,0.52,8.0,Sin ventaja clara,0.0,0.0,Chicago White Sox,4.64,1.97,Tampa Bay Rays,19.6,5.0,RL: Tampa Bay Rays,2.18,1.78,1.95,1.96,1.68,2.3,1.97,5.0,0.92
2026-04-14T23:40:00,Milwaukee Brewers,Toronto Blue Jays,Jacob Misiorowski,Kevin Gausman,3.288,3.74,0.603,0.397,7.5,Sin ventaja clara,0.0,0.0,Milwaukee Brewers,13.39,5.0,Milwaukee Brewers,71.9,5.0,ML: Milwaukee Brewers,1.88,2.05,2.05,2.1,2.85,2.75,5.0,5.0,0.96
2026-04-14T23:45:00,St. Louis Cardinals,Cleveland Guardians,Michael McGreevy,Joey Cantillo,3.452,3.802,0.403,0.597,9.0,Under,34.22,5.0,Cleveland Guardians,8.08,4.99,Cleveland Guardians,43.31,5.0,RL: Cleveland Guardians,2.15,1.81,2.0,1.93,1.67,2.4,4.99,5.0,0.97
2026-04-15T00:10:00,Houston Astros,Colorado Rockies,Colton Gordon,Michael Lorenzen,8.181,5.072,0.05,0.95,8.5,Over,68.58,5.0,Colorado Rockies,140.37,5.0,Colorado Rockies,65.31,5.0,TOTAL: Over,1.61,2.53,1.85,2.06,2.21,1.74,5.0,5.0,1.06
2026-04-15T01:40:00,San Diego Padres,Seattle Mariners,Michael King,Bryan Woo,2.685,3.222,0.601,0.399,7.0,Under,27.35,5.0,San Diego Padres,23.21,5.0,San Diego Padres,-3.23,0.0,TOTAL: Under,2.05,1.88,2.05,2.05,1.61,2.46,5.0,0.0,1.0
2026-04-15T01:40:00,Athletics,Texas Rangers,Jeffrey Springs,MacKenzie Gore,3.166,3.233,0.358,0.642,9.0,Under,63.1,5.0,Texas Rangers,14.32,5.0,Texas Rangers,47.72,5.0,TOTAL: Under,2.18,1.78,1.97,2.03,1.7,2.3,5.0,5.0,0.94
2026-04-15T02:10:00,Los Angeles Dodgers,New York Mets,Yoshinobu Yamamoto,Nolan McLean,4.022,3.473,0.4,0.6,7.5,Sin ventaja clara,0.0,0.0,New York Mets,64.87,5.0,New York Mets,9.71,5.0,RL: New York Mets,1.52,2.75,2.0,1.92,2.1,1.83,5.0,5.0,1.01
