start_time,home_team,away_team,home_pitcher,away_pitcher,proj_home,proj_away,prob_home_win,prob_away_win,linea_total,pick_total,valor_total,stake_pct_total,pick_ml,valor_ml,stake_pct_ml,pick_rl,valor_rl,stake_pct_rl,mejor_pick,cuota_home,cuota_away,cuota_over,cuota_under,cuota_rl_home,cuota_rl_away,kelly_ml,kelly_rl,park_factor_usado
2026-04-11T17:05:00,Philadelphia Phillies,Arizona Diamondbacks,Taijuan Walker,Brandon Pfaadt,5.434,5.254,0.932,0.068,10.5,Sin ventaja clara,0.0,0.0,Philadelphia Phillies,160.85,5.0,Philadelphia Phillies,149.67,5.0,Ninguno,2.8,2.07,1.99,2.1,2.68,2.05,5.0,5.0,1.01
2026-04-11T17:10:00,Detroit Tigers,Miami Marlins,Casey Mize,Janson Junk,3.471,4.919,0.635,0.365,7.0,Over,22.41,5.0,Detroit Tigers,13.08,5.0,Detroit Tigers,68.35,5.0,TOTAL: Over,1.78,2.22,2.04,1.95,2.65,1.68,5.0,5.0,0.93
2026-04-11T18:20:00,Chicago Cubs,Pittsburgh Pirates,Edward Cabrera,Braxton Ashcraft,3.414,3.48,0.258,0.742,6.5,Sin ventaja clara,0.0,0.0,Pittsburgh Pirates,69.2,5.0,Pittsburgh Pirates,15.77,5.0,Ninguno,1.71,2.28,1.91,2.0,2.7,1.56,5.0,5.0,1.05
2026-04-11T19:07:00,Toronto Blue Jays,Minnesota Twins,Eric Lauer,Joe Ryan,4.1,4.316,0.493,0.507,8.0,Sin ventaja clara,0.0,0.0,Minnesota Twins,3.85,1.83,Minnesota Twins,38.3,5.0,Ninguno,1.87,2.05,1.93,2.0,2.8,2.73,1.83,5.0,0.98
2026-04-11T20:10:00,Cincinnati Reds,Los Angeles Angels,Brandon Williamson,George Klassen,5.425,4.638,0.209,0.791,9.0,Over,5.04,2.77,Los Angeles Angels,72.4,5.0,Los Angeles Angels,24.16,5.0,TOTAL: Over,1.79,2.18,1.91,1.99,2.56,1.57,5.0,5.0,1.08
2026-04-11T20:10:00,New York Mets,Athletics,Kodai Senga,Jacob Lopez,5.014,2.945,0.1,0.9,7.5,Sin ventaja clara,0.0,0.0,Athletics,116.84,5.0,Athletics,50.26,5.0,Ninguno,1.64,2.41,1.88,2.0,2.4,1.67,5.0,5.0,0.95
2026-04-11T20:10:00,Kansas City Royals,Chicago White Sox,Michael Wacha,Erick Fedde,4.673,2.81,0.174,0.826,9.0,Under,34.19,5.0,Chicago White Sox,122.17,5.0,Chicago White Sox,48.66,5.0,TOTAL: Under,1.53,2.69,2.0,2.02,2.12,1.8,5.0,5.0,0.99
2026-04-11T22:10:00,Tampa Bay Rays,New York Yankees,Nick Martinez,Max Fried,2.296,3.235,0.469,0.531,7.5,Under,28.74,5.0,Tampa Bay Rays,24.36,5.0,New York Yankees,3.49,1.84,TOTAL: Under,2.65,1.55,2.0,1.89,1.92,1.95,5.0,1.84,0.91
2026-04-11T23:10:00,Milwaukee Brewers,Washington Nationals,Kyle Harrison,Foster Griffin,5.454,3.558,0.489,0.511,8.0,Over,6.46,3.4,Washington Nationals,29.73,5.0,Washington Nationals,-10.62,0.0,TOTAL: Over,1.59,2.54,1.95,1.92,2.25,1.75,5.0,0.0,0.96
2026-04-11T23:15:00,Baltimore Orioles,San Francisco Giants,Chris Bassitt,Logan Webb,4.283,5.361,,,7.5,Over,51.44,5.0,San Francisco Giants,,,San Francisco Giants,,,TOTAL: Over,2.03,1.88,2.03,1.87,1.59,2.55,,,0.95
2026-04-11T23:15:00,St. Louis Cardinals,Boston Red Sox,Kyle Leahy,Ranger Suarez,5.871,4.846,0.06,0.94,8.0,Over,46.9,5.0,Boston Red Sox,67.4,5.0,Boston Red Sox,116.3,5.0,TOTAL: Over,2.18,1.78,1.98,2.0,1.7,2.3,5.0,5.0,0.97
2026-04-11T23:15:00,Atlanta Braves,Cleveland Guardians,Martín Pérez,Parker Messick,3.145,4.185,0.723,0.277,8.5,Under,9.93,4.97,Atlanta Braves,36.57,5.0,Atlanta Braves,103.76,5.0,ML: Atlanta Braves,1.89,2.03,1.98,2.0,2.82,2.63,5.0,5.0,1.03
2026-04-12T00:40:00,San Diego Padres,Colorado Rockies,Germán Márquez,Ryan Feltner,4.105,3.694,0.456,0.544,8.0,Sin ventaja clara,0.0,0.0,Colorado Rockies,31.66,5.0,Colorado Rockies,-8.6,0.0,Ninguno,1.64,2.42,1.98,2.0,2.35,1.68,5.0,0.0,1.0
2026-04-12T01:10:00,Los Angeles Dodgers,Texas Rangers,Emmet Sheehan,Jack Leiter,3.752,5.544,0.939,0.061,8.5,Sin ventaja clara,0.0,0.0,Los Angeles Dodgers,45.53,5.0,Los Angeles Dodgers,102.8,5.0,RL: Los Angeles Dodgers,1.55,2.63,1.85,2.03,2.16,1.78,5.0,5.0,1.01
2026-04-12T01:40:00,Seattle Mariners,Houston Astros,Luis Castillo,Lance McCullers Jr.,3.564,3.484,0.394,0.606,7.5,Sin ventaja clara,0.0,0.0,Houston Astros,41.77,5.0,Houston Astros,-3.67,0.0,Ninguno,1.68,2.34,2.03,1.87,2.5,1.59,5.0,0.0,0.94
